%       Frequency   Period/Wavelength   Periodogram      Bayes Prob
  0.060938452163  16.410000000000  3.423895154522  0.000000001070
  0.121876904327  8.205000000000  0.231202115161  0.000000000043
  0.182815356490  5.470000000000  0.173761613473  0.000000000041
  0.243753808653  4.102500000000  2.249446437950  0.000000000327
  0.304692260817  3.282000000000  0.215234148267  0.000000000043
  0.365630712980  2.735000000000  1.373336461232  0.000000000136
  0.426569165143  2.344285714286  1.084869165721  0.000000000102
  0.487507617307  2.051250000000  0.599729918073  0.000000000063
  0.548446069470  1.823333333333  0.295599727571  0.000000000046
  0.609384521633  1.641000000000  0.037577899846  0.000000000036
  0.670322973796  1.491818181818  0.511731995579  0.000000000057
  0.731261425960  1.367500000000  0.037551324541  0.000000000036
  0.792199878123  1.262307692308  0.286419242898  0.000000000046
  0.853138330286  1.172142857143  0.293916276016  0.000000000046
  0.914076782450  1.094000000000  0.506564943256  0.000000000057
  0.975015234613  1.025625000000  0.254013114745  0.000000000044
  1.035953686776  0.965294117647  1.952378092363  0.000000000243
  1.096892138940  0.911666666667  0.045475458753  0.000000000036
  1.157830591103  0.863684210526  0.764031487180  0.000000000074
  1.218769043266  0.820500000000  1.005807980177  0.000000000094
  1.279707495430  0.781428571429  0.456247130379  0.000000000054
  1.340645947593  0.745909090909  0.070975898405  0.000000000037
  1.401584399756  0.713478260870  0.341468885459  0.000000000048
  1.462522851920  0.683750000000  0.617066165841  0.000000000064
  1.523461304083  0.656400000000  1.064501655975  0.000000000100
  1.584399756246  0.631153846154  2.313760454588  0.000000000349
  1.645338208410  0.607777777778  0.277928627144  0.000000000045
  1.706276660573  0.586071428571  1.529031386227  0.000000000159
  1.767215112736  0.565862068966  0.778816474917  0.000000000075
  1.828153564899  0.547000000000  2.548461427798  0.000000000442
  1.889092017063  0.529354838710  0.531570745877  0.000000000058
  1.950030469226  0.512812500000  1.389747660559  0.000000000138
  2.010968921389  0.497272727273  0.691315868373  0.000000000069
  2.071907373553  0.482647058824  1.869389829019  0.000000000223
  2.132845825716  0.468857142857  0.249315741467  0.000000000044
  2.193784277879  0.455833333333  2.385762537058  0.000000000375
  2.254722730043  0.443513513514  1.916482930194  0.000000000234
  2.315661182206  0.431842105263  3.459038707544  0.000000001108
  2.376599634369  0.420769230769  7.885553405046  0.000000100987
  2.437538086533  0.410250000000  1.404948146091  0.000000000140
  2.498476538696  0.400243902439  3.410003896109  0.000000001055
  2.559414990859  0.390714285714  4.052456036789  0.000000002021
  2.620353443023  0.381627906977  11.133974581918  0.000002905383
  2.681291895186  0.372954545455  23.104625928925  0.999992809705
  2.742230347349  0.364666666667  11.362391903662  0.000003685271
  2.803168799512  0.356739130435  4.115828302888  0.000000002155
  2.864107251676  0.349148936170  1.198495519684  0.000000000114
  2.925045703839  0.341875000000  2.687788143015  0.000000000509
  2.985984156002  0.334897959184  5.495316532363  0.000000008752
  3.046922608166  0.328200000000  0.148054136999  0.000000000040
  3.107861060329  0.321764705882  9.315132610945  0.000000440667
  3.168799512492  0.315576923077  0.077928457873  0.000000000037
  3.229737964656  0.309622641509  0.490319315410  0.000000000056
  3.290676416819  0.303888888889  4.790101368471  0.000000004271
  3.351614868982  0.298363636364  1.868368891813  0.000000000223
  3.412553321146  0.293035714286  0.706848959907  0.000000000070
  3.473491773309  0.287894736842  0.767469228645  0.000000000074
  3.534430225472  0.282931034483  2.684754241589  0.000000000507
  3.595368677636  0.278135593220  1.900384114853  0.000000000230
  3.656307129799  0.273500000000  3.665042073743  0.000000001365
  3.717245581962  0.269016393443  0.127878018686  0.000000000039
  3.778184034126  0.264677419355  2.132905212955  0.000000000291
  3.839122486289  0.260476190476  0.363254357967  0.000000000049
  3.900060938452  0.256406250000  1.276110246772  0.000000000123
  3.960999390615  0.252461538462  2.542725312545  0.000000000440
  4.021937842779  0.248636363636  0.413834637451  0.000000000052
  4.082876294942  0.244925373134  5.702984586474  0.000000010815
  4.143814747105  0.241323529412  3.710742115754  0.000000001430
  4.204753199269  0.237826086957  0.307412821364  0.000000000047
  4.265691651432  0.234428571429  0.702818444158  0.000000000069
  4.326630103595  0.231126760563  0.674982719509  0.000000000067
  4.387568555759  0.227916666667  0.856440151951  0.000000000081
  4.448507007922  0.224794520548  2.632504218658  0.000000000481
  4.509445460085  0.221756756757  0.702533059305  0.000000000069
  4.570383912249  0.218800000000  0.633359821935  0.000000000065
  4.631322364412  0.215921052632  0.609293282031  0.000000000063
  4.692260816575  0.213116883117  0.012727823971  0.000000000035
  4.753199268739  0.210384615385  0.201698499353  0.000000000042
  4.814137720902  0.207721518987  1.011822821526  0.000000000094
  4.875076173065  0.205125000000  0.250300850656  0.000000000044
  4.936014625229  0.202592592593  1.017068107723  0.000000000095
  4.996953077392  0.200121951220  0.083532671853  0.000000000037
  5.057891529555  0.197710843373  0.295778728132  0.000000000046
  5.118829981718  0.195357142857  1.066010261783  0.000000000100
  5.179768433882  0.193058823529  3.588187133285  0.000000001263
  5.240706886045  0.190813953488  0.589411774607  0.000000000062
  5.301645338208  0.188620689655  0.095071171183  0.000000000038
  5.362583790372  0.186477272727  0.821572320416  0.000000000078
  5.423522242535  0.184382022472  0.647037479908  0.000000000066
  5.484460694698  0.182333333333  0.405401459156  0.000000000051
  5.545399146862  0.180329670330  0.625619814001  0.000000000064
  5.606337599025  0.178369565217  0.279692567989  0.000000000045
  5.667276051188  0.176451612903  0.096695050072  0.000000000038
  5.728214503352  0.174574468085  0.679787379832  0.000000000068
  5.789152955515  0.172736842105  0.061730015003  0.000000000037
  5.850091407678  0.170937500000  0.285230368356  0.000000000046
  5.911029859842  0.169175257732  1.130074499182  0.000000000106
  5.971968312005  0.167448979592  0.360268321381  0.000000000049
  6.032906764168  0.165757575758  0.463109590144  0.000000000055
  6.093845216331  0.164100000000  0.046014722694  0.000000000036
  6.154783668495  0.162475247525  1.329974549886  0.000000000130
  6.215722120658  0.160882352941  2.933533331450  0.000000000652
  6.276660572821  0.159320388350  0.364326430744  0.000000000049
  6.337599024985  0.157788461538  2.139436104834  0.000000000293
  6.398537477148  0.156285714286  0.704766466536  0.000000000069
  6.459475929311  0.154811320755  0.063446013358  0.000000000037
  6.520414381475  0.153364485981  1.753511260310  0.000000000199
  6.581352833638  0.151944444444  0.145252156552  0.000000000040
  6.642291285801  0.150550458716  0.031263366236  0.000000000035
  6.703229737965  0.149181818182  0.015726801061  0.000000000035
  6.764168190128  0.147837837838  0.134838330157  0.000000000039
  6.825106642291  0.146517857143  0.985718375014  0.000000000092
  6.886045094455  0.145221238938  0.142863434665  0.000000000040
  6.946983546618  0.143947368421  1.823093863181  0.000000000213
  7.007921998781  0.142695652174  0.421615959757  0.000000000052
  7.068860450945  0.141465517241  3.392428032547  0.000000001036
  7.129798903108  0.140256410256  0.346083828816  0.000000000049
  7.190737355271  0.139067796610  0.969455071346  0.000000000090
  7.251675807434  0.137899159664  0.075672032309  0.000000000037
  7.312614259598  0.136750000000  0.448715399127  0.000000000054
  7.373552711761  0.135619834711  1.711964055629  0.000000000191
  7.434491163924  0.134508196721  1.579921971877  0.000000000167
  7.495429616088  0.133414634146  0.166923773974  0.000000000041
  7.556368068251  0.132338709677  0.118356377699  0.000000000039
  7.617306520414  0.131280000000  2.140503555567  0.000000000293
  7.678244972578  0.130238095238  0.349183262670  0.000000000049
  7.739183424741  0.129212598425  1.123679982517  0.000000000106
  7.800121876904  0.128203125000  0.059177300436  0.000000000036
  7.861060329068  0.127209302326  0.085141963777  0.000000000037
  7.921998781231  0.126230769231  1.653132756812  0.000000000180
  7.982937233394  0.125267175573  0.050355234527  0.000000000036
  8.043875685558  0.124318181818  0.232964616446  0.000000000043
  8.104814137721  0.123383458647  0.363528575213  0.000000000049
  8.165752589884  0.122462686567  1.278898178237  0.000000000123
  8.226691042048  0.121555555556  0.845761147998  0.000000000080
  8.287629494211  0.120661764706  0.229999659269  0.000000000043
  8.348567946374  0.119781021898  0.428966437308  0.000000000053
  8.409506398537  0.118913043478  0.022700105977  0.000000000035
  8.470444850701  0.118057553957  0.352728421102  0.000000000049
  8.531383302864  0.117214285714  0.010450594058  0.000000000035
  8.592321755027  0.116382978723  0.832431905692  0.000000000079
  8.653260207191  0.115563380282  2.633583521614  0.000000000482
