% IntCal13 raw data downloaded from http://intcal.qub.ac.uk/intcal13/ 
% Downloaded in 2016. As of 2020, the url redirects to IntCal20 data.						
%...Col 1	2	3	4	5	6	7
% setno	division	calage	calspan	calsig	c14age	c14sig
2	1	3459.5	10	0	3247	22
2	1	3469.5	10	0	3290	22
2	2	5.5	10	0	158	22
2	2	15.5	10	0	186	24
2	2	25.5	10	0	128	23
2	2	35.5	10	0	139	24
2	2	45.5	10	0	96	21
2	2	55.5	10	0	164	21
2	2	65.5	10	0	135	24
2	2	75.5	10	0	143	17
2	2	85.5	10	0	127	17
2	2	95.5	10	0	104	24
2	2	105.5	10	0	130	25
2	2	115.5	10	0	91	24
2	2	125.5	10	0	110	24
2	2	135.5	10	0	134	23
2	2	145.5	10	0	121	23
2	2	155.5	10	0	208	24
2	2	165.5	10	0	209	22
2	2	175.5	10	0	170	22
2	2	185.5	10	0	184	22
2	2	195.5	10	0	161	22
2	2	205.5	10	0	201	24
2	2	215.5	10	0	167	25
2	2	225.5	10	0	135	24
2	2	235.5	10	0	58	19
2	2	245.5	10	0	126	23
2	2	255.5	10	0	117	23
2	2	265.5	10	0	120	24
2	2	275.5	10	0	184	24
2	2	285.5	10	0	224	23
2	2	295.5	10	0	232	21
2	2	305.5	10	0	250	21
2	2	315.5	10	0	299	21
2	2	325.5	10	0	286	21
2	2	335.5	10	0	323	21
2	2	345.5	10	0	328	22
2	2	355.5	10	0	372	22
2	2	365.5	10	0	314	22
2	2	375.5	10	0	329	22
2	2	385.5	10	0	299	19
2	2	395.5	10	0	308	22
2	2	405.5	10	0	335	23
2	2	415.5	10	0	298	23
2	2	425.5	10	0	328	22
2	2	435.5	10	0	325	22
2	2	445.5	10	0	327	22
2	2	455.5	10	0	339	25
2	2	465.5	10	0	384	24
2	2	475.5	10	0	350	23
2	2	485.5	10	0	397	22
2	2	495.5	10	0	415	25
2	2	505.5	10	0	463	28
2	2	515.5	10	0	484	21
2	2	525.5	10	0	511	23
2	2	535.5	10	0	539	22
2	2	545.5	10	0	577	15
2	2	555.5	10	0	574	23
2	2	565.5	10	0	651	23
2	2	575.5	10	0	660	23
2	2	585.5	10	0	652	23
2	2	595.5	10	0	599	22
2	2	605.5	10	0	598	21
2	2	615.5	10	0	577	17
2	2	625.5	10	0	582	24
2	2	635.5	10	0	618	18
2	2	645.5	10	0	650	22
2	2	655.5	10	0	665	22
2	2	665.5	10	0	684	19
2	2	675.5	10	0	726	23
2	2	685.5	10	0	768	21
2	2	695.5	10	0	782	21
2	2	705.5	10	0	797	22
2	2	715.5	10	0	813	24
2	2	725.5	10	0	794	22
2	2	735.5	10	0	848	24
2	2	745.5	10	0	872	22
2	2	755.5	10	0	834	24
2	2	765.5	10	0	819	21
2	2	775.5	10	0	872	21
2	2	785.5	10	0	901	22
2	2	795.5	10	0	911	19
2	2	805.5	10	0	951	19
2	2	815.5	10	0	928	19
2	2	825.5	10	0	943	24
2	2	835.5	10	0	977	22
2	2	845.5	10	0	958	24
2	2	855.5	10	0	967	22
2	2	865.5	10	0	973	21
2	2	875.5	10	0	909	24
2	2	885.5	10	0	928	24
2	2	895.5	10	0	886	23
2	2	905.5	10	0	1006	21
2	2	915.5	10	0	972	23
2	2	925.5	10	0	991	23
2	2	935.5	10	0	1056	21
2	2	945.5	10	0	1064	21
2	2	955.5	10	0	1043	21
2	2	965.5	10	0	1070	21
2	2	975.5	10	0	1086	21
2	2	985.5	10	0	1134	22
2	2	995.5	10	0	1111	22
2	3	110.5	20	0	95	14
2	3	140.5	20	0	128	23
2	3	160.5	20	0	202	25
2	3	180.5	20	0	199	25
2	3	200.5	20	0	164	22
2	3	220.5	20	0	102	22
2	3	240.5	20	0	68	16
2	3	260.5	20	0	91	23
2	3	280.5	20	0	233	22
2	3	300.5	20	0	261	16
2	3	320.5	20	0	355	23
2	3	340.5	20	0	362	22
2	3	360.5	20	0	340	19
2	3	380.5	20	0	367	22
2	3	400.5	20	0	309	15
2	3	420.5	20	0	286	23
2	3	440.5	20	0	330	23
2	3	460.5	20	0	332	23
2	3	480.5	20	0	392	25
2	3	490.5	20	0	406	14
2	3	500.5	20	0	458	23
2	3	520.5	20	0	500	26
2	3	540.5	20	0	512	19
2	3	560.5	20	0	599	47
2	3	580.5	20	0	671	19
2	3	600.5	20	0	638	22
2	3	620.5	20	0	570	19
2	3	640.5	20	0	586	19
2	3	660.5	20	0	623	47
2	3	690.5	20	0	781	14
2	3	1010.5	20	0	1110	22
2	3	1030.5	20	0	1116	19
2	3	1050.5	20	0	1103	19
2	3	1070.5	20	0	1196	19
2	3	1090.5	20	0	1184	23
2	3	1100.5	20	0	1213	23
2	3	1120.5	20	0	1194	23
2	3	1140.5	20	0	1224	22
2	3	1160.5	20	0	1240	22
2	3	1180.5	20	0	1247	22
2	3	1200.5	20	0	1278	22
2	3	1220.5	20	0	1246	16
2	3	1240.5	20	0	1282	25
2	3	1260.5	20	0	1279	25
2	3	1280.5	20	0	1329	25
2	3	1300.5	20	0	1408	16
2	3	1320.5	20	0	1402	25
2	3	1340.5	20	0	1463	25
2	3	1360.5	20	0	1524	25
2	3	1380.5	20	0	1487	25
2	3	1400.5	20	0	1534	26
2	3	1420.5	20	0	1534	25
2	3	1440.5	20	0	1552	23
2	3	1460.5	20	0	1588	23
2	3	1480.5	20	0	1553	23
2	3	1500.5	20	0	1571	23
2	3	1520.5	20	0	1617	23
2	3	1540.5	20	0	1645	23
2	3	1560.5	20	0	1681	23
2	3	1580.5	20	0	1706	23
2	3	1600.5	20	0	1680	25
2	3	1620.5	20	0	1726	25
2	3	1640.5	20	0	1748	23
2	3	1660.5	20	0	1729	23
2	3	1680.5	20	0	1720	25
2	3	1700.5	20	0	1714	25
2	3	1720.5	20	0	1798	25
2	3	1740.5	20	0	1811	25
2	3	1760.5	20	0	1871	25
2	3	1780.5	20	0	1838	25
2	3	1800.5	20	0	1813	25
2	3	1820.5	20	0	1842	25
2	3	1840.5	20	0	1909	25
2	3	1860.5	20	0	1920	25
2	3	1880.5	20	0	1977	22
2	3	1900.5	20	0	1962	25
2	3	1920.5	20	0	1958	22
2	3	1940.5	20	0	2004	23
2	3	1959.5	20	0	1992	25
2	3	1979.5	20	0	2033	25
2	3	1999.5	20	0	2053	23
2	3	2019.5	20	0	2063	22
2	3	2039.5	20	0	2076	22
2	3	2059.5	20	0	2101	19
2	3	2079.5	20	0	2113	22
2	3	2179.5	20	0	2183	23
2	3	2199.5	20	0	2195	22
2	3	2219.5	20	0	2251	22
2	3	2239.5	20	0	2191	25
2	3	2244.5	20	0	2203	23
2	3	2259.5	20	0	2204	23
2	3	2259.5	20	0	2204	23
2	3	2279.5	20	0	2204	25
2	3	2299.5	20	0	2190	22
2	3	2319.5	20	0	2223	18
2	3	2339.5	20	0	2280	21
2	3	2359.5	20	0	2445	25
2	3	2379.5	20	0	2415	23
2	3	2399.5	20	0	2413	23
2	3	2419.5	20	0	2439	23
2	3	2439.5	20	0	2416	23
2	3	2459.5	20	0	2415	23
2	3	2479.5	20	0	2458	23
2	3	2499.5	20	0	2496	23
2	3	2519.5	20	0	2463	23
2	3	2539.5	20	0	2475	23
2	3	2559.5	20	0	2513	23
2	3	2579.5	20	0	2468	23
2	3	2599.5	20	0	2470	19
2	3	2619.5	20	0	2505	16
2	3	2639.5	20	0	2468	16
2	3	2659.5	20	0	2448	21
2	3	2679.5	20	0	2448	18
2	3	2699.5	20	0	2440	18
2	3	2719.5	20	0	2509	22
2	3	2739.5	20	0	2518	16
2	3	2759.5	20	0	2632	25
2	3	2779.5	20	0	2653	25
2	3	2799.5	20	0	2702	22
2	3	2819.5	20	0	2729	19
2	3	2839.5	20	0	2715	19
2	3	2859.5	20	0	2757	18
2	3	2879.5	20	0	2812	26
2	3	2899.5	20	0	2816	26
2	3	2919.5	20	0	2793	15
2	3	2939.5	20	0	2815	16
2	3	2959.5	20	0	2856	11
2	3	2979.5	20	0	2862	16
2	3	2999.5	20	0	2888	14
2	3	3019.5	20	0	2910	14
2	3	3039.5	20	0	2886	16
2	3	3059.5	20	0	2861	16
2	3	3099.5	20	0	2940	22
2	3	3119.5	20	0	2975	19
2	3	3139.5	20	0	2942	22
2	3	3159.5	20	0	2956	22
2	3	3179.5	20	0	3002	19
2	3	3199.5	20	0	2930	19
2	3	3219.5	20	0	3026	23
2	3	3239.5	20	0	3025	23
2	3	3259.5	20	0	3042	23
2	3	3279.5	20	0	3096	22
2	3	3299.5	20	0	3039	22
2	3	3319.5	20	0	3030	25
2	3	3339.5	20	0	3053	21
2	3	3359.5	20	0	3097	19
2	3	3379.5	20	0	3180	22
2	3	3399.5	20	0	3198	14
2	3	3419.5	20	0	3201	21
2	3	3439.5	20	0	3177	22
2	3	3459.5	20	0	3165	22
2	3	3479.5	20	0	3302	21
2	3	3499.5	20	0	3320	25
2	3	3519.5	20	0	3283	22
2	3	3539.5	20	0	3286	19
2	3	3559.5	20	0	3285	21
2	3	3579.5	20	0	3325	21
2	3	3599.5	20	0	3321	18
2	3	3619.5	20	0	3329	21
2	3	3639.5	20	0	3402	22
2	3	3659.5	20	0	3435	26
2	3	3679.5	20	0	3374	18
2	3	3699.5	20	0	3435	21
2	3	3719.5	20	0	3460	19
2	3	3739.5	20	0	3526	23
2	3	3759.5	20	0	3456	26
2	3	3779.5	20	0	3515	26
2	3	3799.5	20	0	3449	19
2	3	3819.5	20	0	3458	19
2	3	3839.5	20	0	3537	18
2	3	3859.5	20	0	3579	25
2	3	3879.5	20	0	3553	19
2	3	3899.5	20	0	3591	18
2	3	3919.5	20	0	3587	23
2	3	3939.5	20	0	3661	29
2	3	3959.5	20	0	3619	21
2	3	3979.5	20	0	3617	22
2	3	3999.5	20	0	3706	22
2	3	4019.5	20	0	3704	25
2	3	4039.5	20	0	3660	21
2	3	4059.5	20	0	3664	25
2	3	4079.5	20	0	3691	25
2	3	4099.5	20	0	3794	18
2	3	4119.5	20	0	3740	25
2	3	4139.5	20	0	3791	19
2	3	4159.5	20	0	3820	19
2	3	4179.5	20	0	3805	22
2	3	4199.5	20	0	3766	18
2	3	4219.5	20	0	3780	22
2	3	4239.5	20	0	3830	22
2	3	4259.5	20	0	3835	22
2	3	4279.5	20	0	3854	18
2	3	4299.5	20	0	3859	22
2	3	4319.5	20	0	3870	18
2	3	4339.5	20	0	3867	22
2	3	4359.5	20	0	3899	16
2	3	4379.5	20	0	3868	10
2	3	4399.5	20	0	3865	14
2	3	4419.5	20	0	3960	18
2	3	4439.5	20	0	3960	18
2	3	4459.5	20	0	4030	14
2	3	4479.5	20	0	4034	21
2	3	4499.5	20	0	3973	19
2	3	4519.5	20	0	4013	15
2	3	4539.5	20	0	4067	15
2	3	4559.5	20	0	4075	25
2	3	4579.5	20	0	4130	14
2	3	4599.5	20	0	4072	19
2	3	4619.5	20	0	4149	16
2	3	4639.5	20	0	4107	16
2	3	4659.5	20	0	4199	16
2	3	4679.5	20	0	4121	12
2	3	4699.5	20	0	4144	16
2	3	4719.5	20	0	4141	22
2	3	4739.5	20	0	4237	18
2	3	4759.5	20	0	4140	18
2	3	4779.5	20	0	4083	11
2	3	4799.5	20	0	4079	15
2	3	4839.5	20	0	4237	18
2	3	4859.5	20	0	4272	16
2	3	4879.5	20	0	4381	18
2	3	4899.5	20	0	4399	18
2	3	4919.5	20	0	4388	25
2	3	4939.5	20	0	4377	19
2	3	4959.5	20	0	4345	19
2	3	4979.5	20	0	4385	18
2	3	4999.5	20	0	4456	18
2	3	5019.5	20	0	4421	19
2	3	5039.5	20	0	4427	22
2	3	5059.5	20	0	4501	27
2	3	5079.5	20	0	4492	21
2	3	5099.5	20	0	4534	19
2	3	5119.5	20	0	4482	25
2	3	5139.5	20	0	4532	21
2	3	5159.5	20	0	4544	22
2	3	5179.5	20	0	4514	16
2	3	5199.5	20	0	4458	18
2	3	5219.5	20	0	4476	23
2	3	5239.5	20	0	4471	19
2	3	5259.5	20	0	4505	19
2	3	5279.5	20	0	4517	19
2	3	5299.5	20	0	4577	19
2	3	5319.5	20	0	4624	25
2	3	5339.5	20	0	4731	22
2	3	5359.5	20	0	4691	25
2	3	5379.5	20	0	4666	25
2	3	5399.5	20	0	4666	23
2	3	5419.5	20	0	4669	25
2	3	5439.5	20	0	4651	26
2	3	5459.5	20	0	4720	26
2	3	5479.5	20	0	4768	26
2	3	5499.5	20	0	4813	26
2	3	5519.5	20	0	4787	27
2	3	5539.5	20	0	4726	27
2	3	5559.5	20	0	4746	27
2	3	5579.5	20	0	4802	27
2	3	5599.5	20	0	4865	27
2	3	5619.5	20	0	4857	25
2	3	5639.5	20	0	4867	25
2	3	5659.5	20	0	4959	25
2	3	5679.5	20	0	4972	25
2	3	5699.5	20	0	4941	25
2	3	5719.5	20	0	4912	23
2	3	5739.5	20	0	5031	25
2	3	5759.5	20	0	5020	23
2	3	5779.5	20	0	5119	21
2	3	5792.5	20	0	5079	23
2	3	5812.5	20	0	5088	23
2	3	5832.5	20	0	4999	23
2	3	5852.5	20	0	5053	23
2	3	5872.5	20	0	5014	23
2	3	5892.5	20	0	5065	23
2	3	5912.5	20	0	5129	23
2	3	5932.5	20	0	5170	23
2	3	5939.5	20	0	5164	21
2	3	5959.5	20	0	5250	19
2	3	5979.5	20	0	5201	18
2	3	5999.5	20	0	5311	18
2	3	6019.5	20	0	5288	19
2	3	6039.5	20	0	5301	19
2	3	6059.5	20	0	5300	25
2	3	6079.5	20	0	5261	25
2	3	6099.5	20	0	5307	29
2	3	6119.5	20	0	5357	22
2	3	6139.5	20	0	5346	26
2	3	6159.5	20	0	5258	23
2	3	6179.5	20	0	5339	22
2	3	6199.5	20	0	5417	22
2	3	6219.5	20	0	5424	23
2	3	6239.5	20	0	5392	23
2	3	6259.5	20	0	5395	21
2	3	6279.5	20	0	5408	22
2	3	6299.5	20	0	5489	21
2	3	6319.5	20	0	5570	19
2	3	6339.5	20	0	5556	22
2	3	6359.5	20	0	5592	22
2	3	6379.5	20	0	5557	22
2	3	6399.5	20	0	5552	22
2	3	6419.5	20	0	5640	22
2	3	6439.5	20	0	5643	22
2	3	6459.5	20	0	5668	23
2	3	6479.5	20	0	5694	23
2	3	6499.5	20	0	5713	23
2	3	6519.5	20	0	5695	25
2	3	6539.5	20	0	5741	23
2	3	6559.5	20	0	5757	22
2	3	6579.5	20	0	5776	22
2	3	6599.5	20	0	5713	26
2	3	6619.5	20	0	5765	23
2	3	6639.5	20	0	5795	22
2	3	6659.5	20	0	5778	22
2	3	6679.5	20	0	5847	25
2	3	6699.5	20	0	5845	25
2	3	6719.5	20	0	5834	25
2	3	6739.5	20	0	5914	26
2	3	6759.5	20	0	5939	25
2	3	6779.5	20	0	5913	19
2	3	6799.5	20	0	5962	25
2	3	6819.5	20	0	5986	26
2	3	6839.5	20	0	5931	25
2	3	6859.5	20	0	6037	27
2	3	6879.5	20	0	5986	15
2	3	6899.5	20	0	6081	21
2	3	6919.5	20	0	6065	21
2	3	6939.5	20	0	6054	21
2	3	6959.5	20	0	6104	22
2	3	6979.5	20	0	6073	25
2	3	6999.5	20	0	6094	23
2	3	7019.5	20	0	6136	23
2	3	7039.5	20	0	6160	25
2	3	7059.5	20	0	6143	23
2	3	7079.5	20	0	6127	23
2	3	7099.5	20	0	6176	25
2	3	7119.5	20	0	6151	23
2	3	7139.5	20	0	6110	23
2	3	7159.5	20	0	6189	23
2	4	4834.5	10	0	4199	25
2	4	4824.5	10	0	4160	25
2	4	4814.5	10	0	4163	25
2	4	4364.5	10	0	3927	29
2	4	4344.5	10	0	3909	29
2	4	4324.5	10	0	3949	29
2	4	3094.5	10	0	2925	27
2	4	3084.5	10	0	2945	29
2	4	3074.5	10	0	2912	27
2	4	3064.5	10	0	2891	27
2	4	2594.5	10	0	2473	19
2	4	2584.5	10	0	2507	22
2	4	2574.5	10	0	2491	22
2	4	2564.5	10	0	2491	22
2	4	2554.5	10	0	2521	25
2	4	2544.5	10	0	2483	25
2	4	2534.5	10	0	2491	25
2	4	2524.5	10	0	2518	22
2	4	2514.5	10	0	2497	22
2	4	2504.5	10	0	2493	22
2	4	2494.5	10	0	2462	22
2	4	2484.5	10	0	2441	22
2	4	2474.5	10	0	2431	22
2	4	2464.5	10	0	2440	21
2	4	2454.5	10	0	2408	25
2	4	2444.5	10	0	2419	25
2	4	2434.5	10	0	2422	26
2	4	2424.5	10	0	2400	25
2	4	2414.5	10	0	2391	25
2	4	2404.5	10	0	2374	26
2	4	2394.5	10	0	2390	25
2	4	2384.5	10	0	2412	26
2	4	2374.5	10	0	2442	22
2	4	2244.5	10	0	2198	22
2	4	2164.5	10	0	2213	23
2	4	2154.5	10	0	2198	23
2	4	2144.5	10	0	2169	25
2	4	2134.5	10	0	2133	22
2	4	2124.5	10	0	2121	23
2	4	2114.5	10	0	2123	22
2	4	995.5	10	0	1120	19
2	4	985.5	10	0	1104	19
2	4	975.5	10	0	1046	19
2	4	965.5	10	0	1069	19
2	4	955.5	10	0	1034	19
2	4	945.5	10	0	1058	19
2	4	935.5	10	0	1020	23
2	4	925.5	10	0	980	23
2	4	915.5	10	0	958	22
2	4	905.5	10	0	931	22
2	4	895.5	10	0	886	22
2	4	885.5	10	0	859	19
2	4	875.5	10	0	924	19
2	4	865.5	10	0	911	19
2	4	855.5	10	0	922	22
2	4	845.5	10	0	907	22
2	4	835.5	10	0	941	22
2	4	825.5	10	0	912	22
2	4	815.5	10	0	884	22
2	4	805.5	10	0	945	16
2	4	795.5	10	0	908	16
2	4	785.5	10	0	883	16
2	4	775.5	10	0	851	16
2	4	755.5	10	0	829	25
2	4	735.5	10	0	861	25
2	4	725.5	10	0	831	16
2	4	715.5	10	0	785	23
2	4	445.5	10	0	378	19
2	4	435.5	10	0	345	19
2	4	425.5	10	0	273	19
2	4	415.5	10	0	314	22
2	5	6900.5	20	0	6038	32
2	5	6920.5	20	0	6068	32
2	5	6940.5	20	0	6113	32
2	5	6960.5	20	0	6165	44
2	5	6980.5	20	0	6149	39
2	5	7080.5	20	0	6211	35
2	5	7100.5	20	0	6225	35
2	5	7120.5	20	0	6135	35
2	5	7140.5	20	0	6275	32
2	5	7160.5	20	0	6247	32
2	5	7180.5	20	0	6294	32
2	5	7200.5	20	0	6260	32
2	5	7220.5	20	0	6285	28
2	5	7240.5	20	0	6321	28
2	5	7260.5	20	0	6371	28
2	5	7280.5	20	0	6389	28
2	5	7300.5	20	0	6402	28
2	5	7320.5	20	0	6436	28
2	5	7340.5	20	0	6487	28
2	5	7360.5	20	0	6436	28
2	5	7380.5	20	0	6526	28
2	5	7400.5	20	0	6466	28
2	5	7420.5	20	0	6504	28
2	5	7440.5	20	0	6617	28
2	5	7460.5	20	0	6618	28
2	5	7480.5	20	0	6631	28
2	5	7500.5	20	0	6624	28
2	5	7520.5	20	0	6692	28
2	5	7540.5	20	0	6619	28
2	5	7560.5	20	0	6640	28
2	5	7580.5	20	0	6700	28
2	5	7491.5	20	0	6608	35
2	5	7511.5	20	0	6569	35
2	5	7531.5	20	0	6701	35
2	5	7551.5	20	0	6625	35
2	5	7571.5	20	0	6700	35
2	5	7591.5	20	0	6727	35
2	5	7611.5	20	0	6785	35
2	5	7631.5	20	0	6808	35
2	5	7651.5	20	0	6801	35
2	5	7671.5	20	0	6832	35
2	5	7691.5	20	0	6855	35
2	5	7711.5	20	0	6917	35
2	5	7731.5	20	0	6918	35
2	5	7751.5	20	0	6973	35
2	5	7771.5	20	0	6999	35
2	5	7791.5	20	0	7008	35
2	5	7812.5	20	0	6998	32
2	5	7832.5	20	0	7046	32
2	5	7852.5	20	0	7036	32
2	5	7872.5	20	0	7055	32
2	5	7892.5	20	0	7125	32
2	5	7912.5	20	0	7064	32
2	5	7932.5	20	0	7037	32
2	5	7952.5	20	0	7118	32
2	5	7972.5	20	0	7137	33
2	5	7992.5	20	0	7243	33
2	5	8012.5	20	0	7228	32
2	5	8032.5	20	0	7235	33
2	5	8052.5	20	0	7295	33
2	5	8072.5	20	0	7326	33
2	5	8092.5	20	0	7260	33
2	5	8100.5	20	0	7233	33
2	5	8120.5	20	0	7329	33
2	5	8140.5	20	0	7283	33
2	5	8160.5	20	0	7328	30
2	5	8180.5	20	0	7375	30
2	5	8200.5	20	0	7442	30
2	5	8220.5	20	0	7472	30
2	5	8240.5	20	0	7470	30
2	5	8260.5	20	0	7498	32
2	5	8280.5	20	0	7446	32
2	5	8300.5	20	0	7491	32
2	5	8320.5	20	0	7473	32
2	5	8340.5	20	0	7509	32
2	5	8360.5	20	0	7562	32
2	5	8380.5	20	0	7548	32
2	5	8400.5	20	0	7603	32
2	5	8420.5	20	0	7700	32
2	5	8440.5	20	0	7634	37
2	5	8460.5	20	0	7723	32
2	5	8480.5	20	0	7730	32
2	5	8500.5	20	0	7799	32
2	5	8520.5	20	0	7748	32
2	5	8540.5	20	0	7784	33
2	5	8560.5	20	0	7802	33
2	5	8580.5	20	0	7786	35
2	5	8600.5	20	0	7848	33
2	5	8620.5	20	0	7881	33
2	5	8640.5	20	0	7893	28
2	5	8660.5	20	0	7906	28
2	5	8680.5	20	0	7894	28
2	5	8700.5	20	0	7926	28
2	5	8720.5	20	0	7952	28
2	5	8740.5	20	0	7887	33
2	5	8760.5	20	0	7927	33
2	5	8780.5	20	0	7958	33
2	5	8800.5	20	0	7954	33
2	5	8820.5	20	0	7987	33
2	5	8840.5	18	0	7904	33
2	5	8840.5	18	0	7912	33
2	5	8860.5	20	0	7941	35
2	5	8880.5	20	0	7941	35
2	5	8900.5	18	0	8005	35
2	5	8900.5	18	0	7996	35
2	5	8920.5	20	0	7930	35
2	5	8940.5	20	0	7945	35
2	5	8960.5	20	0	7919	35
2	5	8980.5	20	0	7914	35
2	5	9000.5	20	0	8016	35
2	5	9020.5	20	0	8017	35
2	5	9040.5	20	0	8169	21
2	5	9060.5	20	0	8173	26
2	5	9080.5	20	0	8173	26
2	5	9100.5	20	0	8228	26
2	5	9120.5	20	0	8146	33
2	5	9180.5	20	0	8155	33
2	5	9200.5	20	0	8219	33
2	5	9220.5	20	0	8173	33
2	5	9279.5	20	0	8253	30
2	5	9299.5	20	0	8296	32
2	5	9319.5	20	0	8327	35
2	5	9339.5	20	0	8316	35
2	5	9360.5	20	0	8291	32
2	5	9380.5	20	0	8299	35
2	5	9400.5	20	0	8291	30
2	5	9420.5	20	0	8364	30
2	5	9440.5	20	0	8422	30
2	5	9460.5	20	0	8365	30
2	5	9480.5	20	0	8441	30
2	5	9500.5	20	0	8509	32
2	5	9520.5	20	0	8497	32
2	5	9540.5	20	0	8594	44
2	5	9560.5	20	0	8594	32
2	5	9580.5	20	0	8665	32
2	5	9600.5	20	0	8669	32
2	5	9620.5	20	0	8678	32
2	5	9639.5	20	0	8693	32
2	5	9659.5	20	0	8675	32
2	5	9679.5	20	0	8676	32
2	5	9699.5	20	0	8750	35
2	5	9719.5	20	0	8760	35
2	5	9794.5	20	0	8800	35
2	5	9814.5	20	0	8761	35
2	5	9834.5	20	0	8776	35
2	5	9854.5	20	0	8755	32
2	5	9259.5	20	0	8251	32
2	5	9239.5	20	0	8205	32
2	6	1555.5	10	0	1645	26
2	6	1555.5	10	0	1659	17
2	6	1545.5	10	0	1649	26
2	6	1545.5	10	0	1611	17
2	6	1535.5	10	0	1621	25
2	6	1535.5	10	0	1635	28
2	6	1525.5	10	0	1598	25
2	6	1525.5	10	0	1560	28
2	6	1515.5	10	0	1530	25
2	6	1515.5	10	0	1529	28
2	6	1505.5	10	0	1591	25
2	6	1505.5	10	0	1539	28
2	6	1495.5	10	0	1549	25
2	6	1495.5	10	0	1554	28
2	6	1485.5	10	0	1589	28
2	6	1485.5	10	0	1589	29
2	6	1475.5	10	0	1574	28
2	6	1475.5	10	0	1537	28
2	6	1465.5	10	0	1559	28
2	6	1465.5	10	0	1504	28
2	6	1235.5	10	0	1283	26
2	6	1215.5	10	0	1216	21
2	6	1215.5	10	0	1211	29
2	6	1205.5	10	0	1294	21
2	6	1205.5	10	0	1248	30
2	6	1195.5	10	0	1262	21
2	6	1195.5	10	0	1268	38
2	6	1185.5	10	0	1275	21
2	6	1185.5	10	0	1233	30
2	6	1175.5	10	0	1154	26
2	6	1175.5	10	0	1116	29
2	6	1165.5	10	0	1141	26
2	6	1165.5	10	0	1143	29
2	6	1155.5	10	0	1145	26
2	6	1155.5	10	0	1195	29
2	6	1145.5	10	0	1184	26
2	6	1145.5	10	0	1150	29
3	1	5.5	10	0	193	21
3	1	15.5	10	0	187	21
3	1	25.5	10	0	164	21
3	1	35.5	10	0	154	22
3	1	45.5	10	0	127	21
3	1	55.5	10	0	126	21
3	1	65.5	10	0	123	21
3	1	75.5	10	0	148	18
3	1	85.5	10	0	125	19
3	1	95.5	10	0	147	21
3	1	105.5	10	0	144	21
3	1	115.5	10	0	112	19
3	1	125.5	10	0	104	20
3	1	135.5	10	0	121	21
3	1	145.5	10	0	124	21
3	1	155.5	10	0	212	21
3	1	165.5	10	0	226	21
3	1	175.5	10	0	197	19
3	1	185.5	10	0	208	21
3	1	195.5	10	0	208	19
3	1	205.5	10	0	208	20
3	1	215.5	10	0	184	21
3	1	225.5	10	0	130	21
3	1	235.5	10	0	115	22
3	1	245.5	10	0	113	22
3	1	255.5	10	0	93	19
3	1	265.5	10	0	169	19
3	1	275.5	10	0	185	21
3	1	285.5	10	0	206	22
3	1	295.5	10	0	233	19
3	1	305.5	10	0	274	19
3	1	315.5	10	0	323	18
3	1	325.5	10	0	355	18
3	1	335.5	10	0	355	18
3	1	345.5	10	0	346	18
3	1	355.5	10	0	369	19
3	1	365.5	10	0	325	18
3	1	375.5	10	0	341	18
3	1	385.5	10	0	335	19
3	1	395.5	10	0	333	19
3	1	405.5	10	0	301	18
3	1	415.5	10	0	333	18
3	1	425.5	10	0	305	19
3	1	435.5	10	0	346	18
3	1	445.5	10	0	350	18
3	1	455.5	10	0	359	19
3	1	465.5	10	0	363	18
3	1	475.5	10	0	367	18
3	1	485.5	10	0	375	18
3	1	495.5	10	0	377	18
3	1	505.5	10	0	457	21
3	1	515.5	10	0	488	18
3	1	525.5	10	0	499	19
3	1	535.5	10	0	536	19
3	1	545.5	10	0	556	19
3	1	555.5	10	0	588	19
3	1	565.5	10	0	623	19
3	1	575.5	10	0	660	19
3	1	585.5	10	0	649	19
3	1	595.5	10	0	596	18
3	1	605.5	10	0	583	18
3	1	615.5	10	0	596	19
3	1	625.5	10	0	560	18
3	1	635.5	10	0	603	19
3	1	645.5	10	0	639	21
3	1	655.5	10	0	660	19
3	1	665.5	10	0	674	19
3	1	675.5	10	0	734	21
3	1	685.5	10	0	775	19
3	1	695.5	10	0	816	19
3	1	705.5	10	0	797	19
3	1	715.5	10	0	807	18
3	1	725.5	10	0	774	19
3	1	735.5	10	0	842	19
3	1	745.5	10	0	867	18
3	1	755.5	10	0	883	19
3	1	765.5	10	0	870	17
3	1	775.5	10	0	877	17
3	1	785.5	10	0	891	18
3	1	795.5	10	0	918	19
3	1	805.5	10	0	928	19
3	1	815.5	10	0	956	19
3	1	825.5	10	0	922	19
3	1	835.5	10	0	964	19
3	1	845.5	10	0	947	17
3	1	855.5	10	0	929	21
3	1	865.5	10	0	959	19
3	1	875.5	10	0	921	21
3	1	885.5	10	0	929	21
3	1	895.5	10	0	916	19
3	1	905.5	10	0	929	19
3	1	915.5	10	0	965	17
3	1	925.5	10	0	990	18
3	1	935.5	10	0	1082	19
3	1	945.5	10	0	1046	21
3	1	955.5	10	0	1039	19
3	1	965.5	10	0	1109	19
3	1	975.5	10	0	1095	19
3	1	985.5	10	0	1116	19
3	1	995.5	10	0	1100	19
3	2	1705	10	0	1783	21
3	2	1695	10	0	1751	21
3	2	1685	10	0	1745	21
3	2	1675	10	0	1740	20
3	2	1665	10	0	1767	21
