%T(Ga)     a (RE)      amin        amax         lod       lodmin      lodmax       obli       oblimin     oblimax       pre           premin        premax
 0.000   60.142611   60.142611   60.142611   23.999996   23.999996   23.999996   23.254500   23.254500   23.254500     50.467727     50.467727     50.467727
 0.001   60.136601   60.136627   60.136575   23.994244   23.994269   23.994218   23.251864   23.251864   23.251864     50.491184     50.491236     50.491131
 0.002   60.130591   60.130199   60.131109   23.988462   23.988086   23.988961   23.249229   23.249228   23.249229     50.514718     50.513672     50.515510
 0.003   60.124581   60.123942   60.125218   23.982684   23.982069   23.983296   23.246593   23.246593   23.246593     50.538263     50.536975     50.539553
 0.004   60.118570   60.117719   60.119421   23.976907   23.976089   23.977724   23.243958   23.243957   23.243958     50.561819     50.560101     50.563538
 0.005   60.112560   60.111494   60.113626   23.971133   23.970108   23.972156   23.241323   23.241322   23.241323     50.585385     50.583231     50.587541
 0.006   60.106550   60.105265   60.107834   23.965361   23.964127   23.966594   23.238688   23.238687   23.238688     50.608961     50.606365     50.611560
 0.007   60.100540   60.099033   60.102046   23.959592   23.958146   23.961037   23.236053   23.236052   23.236054     50.632548     50.629503     50.635595
 0.008   60.094530   60.092799   60.096260   23.953825   23.952165   23.955484   23.233419   23.233418   23.233420     50.656145     50.652646     50.659647
 0.009   60.088520   60.086563   60.090475   23.948061   23.946185   23.949936   23.230786   23.230785   23.230787     50.679752     50.675796     50.683713
 0.010   60.082510   60.080320   60.084697   23.942300   23.940201   23.944397   23.228153   23.228151   23.228154     50.703370     50.698943     50.707801
 0.011   60.075766   60.073341   60.078194   23.935838   23.933515   23.938164   23.225199   23.225197   23.225200     50.729884     50.724969     50.734793
 0.012   60.069022   60.066356   60.071696   23.929378   23.926827   23.931940   23.222246   23.222244   23.222247     50.756412     50.750995     50.761811
 0.013   60.062277   60.059365   60.065204   23.922923   23.920136   23.925724   23.219293   23.219291   23.219295     50.782952     50.777024     50.788852
 0.014   60.055533   60.052370   60.058716   23.916470   23.913445   23.919515   23.216342   23.216340   23.216345     50.809505     50.803056     50.815915
 0.015   60.048789   60.045373   60.052230   23.910020   23.906754   23.913311   23.213392   23.213389   23.213395     50.836071     50.829096     50.842996
 0.016   60.042045   60.038375   60.045745   23.903574   23.900067   23.907110   23.210443   23.210440   23.210446     50.862650     50.855148     50.870092
 0.017   60.035301   60.031378   60.039259   23.897131   23.893385   23.900912   23.207495   23.207492   23.207499     50.889242     50.881215     50.897198
 0.018   60.028557   60.024384   60.032771   23.890690   23.886708   23.894714   23.204549   23.204545   23.204553     50.915847     50.907299     50.924313
 0.019   60.021813   60.017392   60.026280   23.884253   23.880036   23.888516   23.201603   23.201599   23.201608     50.942465     50.933400     50.951436
 0.020   60.013600   60.008941   60.018325   23.876420   23.871977   23.880925   23.198018   23.198013   23.198023     50.974895     50.965305     50.984354
 0.021   60.007192   60.002287   60.012162   23.870309   23.865634   23.875047   23.195222   23.195216   23.195227     51.000216     50.990124     51.010177
 0.022   60.000799   59.995650   60.006013   23.864217   23.859312   23.869186   23.192433   23.192427   23.192439     51.025484     51.014894     51.035944
 0.023   59.994423   59.989031   59.999879   23.858143   23.853009   23.863340   23.189653   23.189646   23.189660     51.050701     51.039615     51.061656
 0.024   59.988063   59.982430   59.993760   23.852087   23.846726   23.857511   23.186881   23.186873   23.186888     51.075864     51.064286     51.087313
 0.025   59.981719   59.975845   59.987656   23.846049   23.840462   23.851700   23.184116   23.184108   23.184124     51.100976     51.088906     51.112917
 0.026   59.975391   59.969277   59.981568   23.840029   23.834217   23.845905   23.181360   23.181351   23.181368     51.126036     51.113475     51.138469
 0.027   59.969079   59.962726   59.975495   23.834028   23.827990   23.840129   23.178611   23.178602   23.178620     51.151043     51.137993     51.163967
 0.028   59.962783   59.956191   59.969437   23.828045   23.821783   23.834369   23.175870   23.175860   23.175880     51.175999     51.162461     51.189411
 0.029   59.956503   59.949674   59.963393   23.822079   23.815594   23.828625   23.173137   23.173126   23.173147     51.200902     51.186880     51.214801
 0.030   59.950239   59.943175   59.957364   23.816131   23.809426   23.822896   23.170411   23.170400   23.170423     51.225754     51.211251     51.240135
 0.031   59.943991   59.936694   59.951348   23.810200   23.803278   23.817183   23.167694   23.167682   23.167706     51.250554     51.235574     51.265414
 0.032   59.937758   59.930230   59.945346   23.804288   23.797149   23.811486   23.164984   23.164971   23.164996     51.275303     51.259849     51.290638
 0.033   59.931542   59.923784   59.939358   23.798393   23.791039   23.805805   23.162281   23.162268   23.162295     51.300000     51.284075     51.315807
 0.034   59.925341   59.917354   59.933385   23.792515   23.784948   23.800141   23.159587   23.159572   23.159601     51.324645     51.308252     51.340923
 0.035   59.919156   59.910941   59.927427   23.786656   23.778877   23.794492   23.156899   23.156884   23.156914     51.349239     51.332379     51.365986
 0.036   59.912986   59.904544   59.921484   23.780813   23.772822   23.788861   23.154220   23.154204   23.154236     51.373782     51.356456     51.390998
 0.037   59.906833   59.898164   59.915556   23.774988   23.766786   23.783245   23.151548   23.151531   23.151564     51.398274     51.380482     51.415957
 0.038   59.900694   59.891799   59.909642   23.769180   23.760768   23.777647   23.148883   23.148865   23.148901     51.422715     51.404460     51.440863
 0.039   59.894572   59.885452   59.903743   23.763389   23.754769   23.772064   23.146226   23.146207   23.146245     51.447104     51.428389     51.465716
 0.040   59.888464   59.879122   59.897857   23.757616   23.748789   23.766496   23.143576   23.143557   23.143596     51.471443     51.452270     51.490514
 0.041   59.882373   59.872809   59.891985   23.751860   23.742828   23.760944   23.140934   23.140913   23.140955     51.495731     51.476105     51.515259
 0.042   59.876296   59.866514   59.886126   23.746121   23.736886   23.755406   23.138300   23.138278   23.138321     51.519969     51.499892     51.539949
 0.043   59.870235   59.860235   59.880281   23.740398   23.730963   23.749884   23.135672   23.135650   23.135695     51.544155     51.523632     51.564585
 0.044   59.864189   59.853973   59.874451   23.734693   23.725057   23.744378   23.133052   23.133029   23.133076     51.568292     51.547323     51.589170
 0.045   59.858159   59.847726   59.868635   23.729004   23.719169   23.738888   23.130440   23.130415   23.130464     51.592378     51.570965     51.613703
 0.046   59.852143   59.841495   59.862834   23.723333   23.713299   23.733413   23.127835   23.127809   23.127860     51.616414     51.594558     51.638185
 0.047   59.846143   59.835280   59.857047   23.717677   23.707445   23.727956   23.125237   23.125210   23.125264     51.640399     51.618101     51.662616
 0.048   59.840158   59.829081   59.851274   23.712039   23.701610   23.722513   23.122646   23.122618   23.122674     51.664335     51.641596     51.686996
 0.049   59.834188   59.822898   59.845516   23.706418   23.695793   23.717086   23.120063   23.120034   23.120092     51.688220     51.665044     51.711323
 0.050   59.828234   59.816732   59.839771   23.700813   23.689993   23.711674   23.117487   23.117457   23.117517     51.712056     51.688444     51.735598
 0.051   59.822294   59.810583   59.834038   23.695223   23.684212   23.706276   23.114919   23.114887   23.114950     51.735842     51.711799     51.759819
 0.052   59.816369   59.804450   59.828320   23.689651   23.678449   23.700894   23.112357   23.112325   23.112389     51.759578     51.735106     51.783987
 0.053   59.810459   59.798333   59.822615   23.684096   23.672704   23.695526   23.109803   23.109769   23.109836     51.783265     51.758367     51.808104
 0.054   59.804564   59.792232   59.816924   23.678557   23.666976   23.690173   23.107256   23.107221   23.107290     51.806902     51.781580     51.832169
 0.055   59.798684   59.786147   59.811247   23.673034   23.661266   23.684837   23.104716   23.104680   23.104751     51.830489     51.804744     51.856183
 0.056   59.792818   59.780077   59.805584   23.667526   23.655572   23.679516   23.102183   23.102146   23.102220     51.854027     51.827859     51.880148
 0.057   59.786968   59.774022   59.799936   23.662036   23.649895   23.674210   23.099657   23.099619   23.099695     51.877515     51.850926     51.904062
 0.058   59.781132   59.767983   59.794302   23.656562   23.644235   23.668920   23.097139   23.097099   23.097178     51.900954     51.873944     51.927925
 0.059   59.775312   59.761960   59.788682   23.651104   23.638592   23.663645   23.094627   23.094586   23.094668     51.924342     51.896914     51.951736
 0.060   59.769506   59.755953   59.783075   23.645662   23.632967   23.658384   23.092123   23.092081   23.092165     51.947681     51.919838     51.975494
 0.061   59.763715   59.749962   59.777482   23.640237   23.627360   23.653139   23.089626   23.089582   23.089669     51.970970     51.942714     51.999200
 0.062   59.757939   59.743988   59.771902   23.634827   23.621771   23.647908   23.087136   23.087091   23.087180     51.994208     51.965543     52.022853
 0.063   59.752178   59.738030   59.766336   23.629434   23.616199   23.642692   23.084653   23.084607   23.084699     52.017396     51.988323     52.046452
 0.064   59.746432   59.732088   59.760784   23.624057   23.610644   23.637491   23.082177   23.082130   23.082224     52.040533     52.011053     52.070000
 0.065   59.740701   59.726161   59.755247   23.618697   23.605106   23.632306   23.079709   23.079660   23.079757     52.063618     52.033733     52.093494
 0.066   59.734986   59.720251   59.749725   23.613352   23.599585   23.627138   23.077248   23.077198   23.077298     52.086650     52.056362     52.116936
 0.067   59.729286   59.714356   59.744218   23.608026   23.594081   23.621986   23.074794   23.074742   23.074845     52.109630     52.078938     52.140324
 0.068   59.723602   59.708478   59.738726   23.602715   23.588596   23.616849   23.072348   23.072295   23.072400     52.132555     52.101461     52.163657
 0.069   59.717935   59.702616   59.733249   23.597422   23.583128   23.611729   23.069909   23.069855   23.069963     52.155426     52.123931     52.186933
 0.070   59.712283   59.696773   59.727787   23.592147   23.577679   23.606624   23.067478   23.067422   23.067533     52.178239     52.146346     52.210149
 0.071   59.706648   59.690948   59.722340   23.586888   23.572250   23.601536   23.065055   23.064998   23.065112     52.200994     52.168706     52.233304
 0.072   59.701031   59.685141   59.716910   23.581649   23.566840   23.596466   23.062640   23.062581   23.062698     52.223688     52.191008     52.256396
 0.073   59.695431   59.679353   59.711496   23.576428   23.561449   23.591412   23.060233   23.060173   23.060293     52.246320     52.213249     52.279423
 0.074   59.689850   59.673584   59.706100   23.571228   23.556079   23.586378   23.057835   23.057773   23.057896     52.268886     52.235426     52.302384
 0.075   59.684289   59.667835   59.700723   23.566046   23.550729   23.581362   23.055446   23.055383   23.055508     52.291384     52.257535     52.325276
 0.076   59.678746   59.662106   59.695364   23.560884   23.545400   23.576366   23.053065   23.053001   23.053129     52.313811     52.279575     52.348097
 0.077   59.673223   59.656397   59.690025   23.555743   23.540092   23.571389   23.050694   23.050628   23.050760     52.336169     52.301547     52.370847
 0.078   59.667720   59.650708   59.684703   23.550621   23.534805   23.566432   23.048332   23.048264   23.048399     52.358458     52.323453     52.393527
 0.079   59.662233   59.645037   59.679397   23.545518   23.529536   23.561490   23.045977   23.045908   23.046046     52.380687     52.345301     52.416144
 0.080   59.656761   59.639383   59.674104   23.540431   23.524285   23.556563   23.043630   23.043559   23.043700     52.402865     52.367101     52.438706
 0.081   59.651297   59.633738   59.668816   23.535352   23.519045   23.551642   23.041286   23.041214   23.041358     52.425022     52.388886     52.461244
 0.082   59.645841   59.628103   59.663535   23.530282   23.513816   23.546728   23.038947   23.038873   23.039020     52.447153     52.410648     52.483753
 0.083   59.640393   59.622478   59.658260   23.525223   23.508599   23.541824   23.036611   23.036536   23.036686     52.469261     52.432390     52.506236
 0.084   59.634952   59.616860   59.652992   23.520172   23.503391   23.536927   23.034280   23.034203   23.034356     52.491347     52.454111     52.528697
 0.085   59.629518   59.611250   59.647730   23.515129   23.498191   23.532038   23.031952   23.031873   23.032030     52.513415     52.475814     52.551138
 0.086   59.624091   59.605647   59.642474   23.510095   23.493000   23.527156   23.029627   23.029547   23.029706     52.535466     52.497502     52.573560
 0.087   59.618669   59.600051   59.637223   23.505068   23.487818   23.522280   23.027305   23.027223   23.027386     52.557502     52.519178     52.595965
 0.088   59.613253   59.594463   59.631974   23.500047   23.482645   23.517409   23.024986   23.024903   23.025069     52.579526     52.540845     52.618353
 0.089   59.607841   59.588882   59.626728   23.495032   23.477480   23.512541   23.022670   23.022585   23.022754     52.601539     52.562507     52.640725
 0.090   59.602433   59.583309   59.621483   23.490023   23.472326   23.507677   23.020356   23.020270   23.020442     52.623543     52.584166     52.663080
 0.091   59.597030   59.577744   59.616238   23.485021   23.467180   23.502814   23.018044   23.017956   23.018132     52.645540     52.605825     52.685421
 0.092   59.591630   59.572186   59.610993   23.480023   23.462044   23.497953   23.015735   23.015645   23.015824     52.667532     52.627486     52.707749
 0.093   59.586233   59.566635   59.605749   23.475030   23.456915   23.493094   23.013427   23.013336   23.013519     52.689519     52.649149     52.730065
 0.094   59.580839   59.561090   59.600504   23.470042   23.451794   23.488237   23.011122   23.011029   23.011215     52.711504     52.670815     52.752372
 0.095   59.575447   59.555549   59.595261   23.465057   23.446679   23.483384   23.008818   23.008723   23.008912     52.733485     52.692481     52.774672
 0.096   59.570059   59.550012   59.590020   23.460078   23.441569   23.478534   23.006516   23.006419   23.006612     52.755465     52.714143     52.796970
 0.097   59.564673   59.544475   59.584785   23.455103   23.436463   23.473690   23.004215   23.004117   23.004313     52.777442     52.735800     52.819268
 0.098   59.559290   59.538939   59.579555   23.450133   23.431358   23.468854   23.001917   23.001817   23.002017     52.799416     52.757447     52.841569
 0.099   59.553910   59.533403   59.574331   23.445166   23.426255   23.464026   22.999620   22.999518   22.999721     52.821387     52.779084     52.863874
 0.100   59.548533   59.527867   59.569114   23.440205   23.421154   23.459206   22.997325   22.997222   22.997428     52.843354     52.800709     52.886180
 0.101   59.543159   59.522331   59.563905   23.435248   23.416056   23.454393   22.995032   22.994927   22.995137     52.865315     52.822320     52.908488
 0.102   59.537789   59.516796   59.558702   23.430298   23.410961   23.449590   22.992742   22.992635   22.992849     52.887270     52.843918     52.930796
 0.103   59.532423   59.511262   59.553506   23.425353   23.405868   23.444794   22.990453   22.990344   22.990562     52.909217     52.865502     52.953101
 0.104   59.527062   59.505731   59.548317   23.420413   23.400780   23.440007   22.988168   22.988057   22.988278     52.931154     52.887071     52.975401
 0.105   59.521705   59.500204   59.543134   23.415480   23.395698   23.435226   22.985884   22.985772   22.985997     52.953081     52.908627     52.997693
 0.106   59.516354   59.494681   59.537958   23.410554   23.390621   23.430453   22.983604   22.983489   22.983718     52.974996     52.930168     53.019973
 0.107   59.511007   59.489164   59.532787   23.405634   23.385552   23.425687   22.981326   22.981210   22.981442     52.996896     52.951695     53.042240
 0.108   59.505667   59.483652   59.527622   23.400722   23.380489   23.420929   22.979052   22.978933   22.979170     53.018782     52.973206     53.064492
 0.109   59.500333   59.478146   59.522463   23.395817   23.375434   23.416178   22.976780   22.976660   22.976900     53.040651     52.994699     53.086729
 0.110   59.495005   59.472645   59.517312   23.390918   23.370386   23.411436   22.974512   22.974390   22.974634     53.062504     53.016172     53.108951
 0.111   59.489683   59.467150   59.512169   23.386029   23.365345   23.406702   22.972247   22.972124   22.972371     53.084338     53.037625     53.131156
 0.112   59.484368   59.461661   59.507034   23.381148   23.360311   23.401978   22.969986   22.969860   22.970111     53.106153     53.059055     53.153345
 0.113   59.479060   59.456177   59.501907   23.376274   23.355285   23.397263   22.967728   22.967600   22.967855     53.127948     53.080464     53.175516
 0.114   59.473759   59.450701   59.496788   23.371409   23.350267   23.392557   22.965474   22.965344   22.965603     53.149723     53.101849     53.197668
 0.115   59.468465   59.445231   59.491677   23.366551   23.345256   23.387860   22.963223   22.963091   22.963354     53.171478     53.123213     53.219801
 0.116   59.463179   59.439767   59.486573   23.361703   23.340253   23.383171   22.960976   22.960842   22.961109     53.193212     53.144555     53.241913
 0.117   59.457899   59.434311   59.481474   23.356863   23.335260   23.378490   22.958732   22.958597   22.958867     53.214924     53.165879     53.264004
 0.118   59.452627   59.428862   59.476382   23.352031   23.330274   23.373815   22.956492   22.956355   22.956630     53.236614     53.187184     53.286075
 0.119   59.447362   59.423419   59.471294   23.347208   23.325296   23.369146   22.954256   22.954117   22.954395     53.258282     53.208473     53.308125
 0.120   59.442104   59.417982   59.466210   23.342393   23.320326   23.364483   22.952024   22.951882   22.952165     53.279929     53.229746     53.330156
 0.121   59.436854   59.412552   59.461131   23.337587   23.315364   23.359825   22.949795   22.949652   22.949938     53.301555     53.251003     53.352168
 0.122   59.431611   59.407128   59.456056   23.332789   23.310408   23.355174   22.947570   22.947424   22.947715     53.323160     53.272245     53.374162
 0.123   59.426374   59.401710   59.450987   23.327998   23.305461   23.350529   22.945348   22.945200   22.945495     53.344745     53.293469     53.396138
 0.124   59.421144   59.396297   59.445924   23.323216   23.300520   23.345891   22.943129   22.942980   22.943278     53.366312     53.314677     53.418097
 0.125   59.415920   59.390890   59.440866   23.318441   23.295587   23.341260   22.940914   22.940762   22.941065     53.387863     53.335869     53.440041
 0.126   59.410701   59.385488   59.435812   23.313673   23.290660   23.336633   22.938701   22.938547   22.938854     53.409399     53.357050     53.461972
 0.127   59.405488   59.380091   59.430759   23.308910   23.285738   23.332010   22.936491   22.936335   22.936646     53.430924     53.378228     53.483892
 0.128   59.400278   59.374696   59.425704   23.304154   23.280822   23.327385   22.934283   22.934125   22.934441     53.452440     53.399409     53.505806
 0.129   59.395071   59.369304   59.420644   23.299401   23.275909   23.322760   22.932077   22.931917   22.932237     53.473951     53.420602     53.527718
 0.130   59.389867   59.363912   59.415578   23.294653   23.270999   23.318128   22.929873   22.929711   22.930034     53.495462     53.441812     53.549631
 0.131   59.384663   59.358520   59.410503   23.289907   23.266090   23.313492   22.927669   22.927505   22.927833     53.516976     53.463046     53.571552
 0.132   59.379460   59.353127   59.405419   23.285163   23.261182   23.308848   22.925466   22.925300   22.925632     53.538499     53.484307     53.593484
 0.133   59.374254   59.347729   59.400327   23.280420   23.256271   23.304198   22.923263   22.923095   22.923431     53.560038     53.505597     53.615437
 0.134   59.369046   59.342325   59.395226   23.275673   23.251357   23.299543   22.921059   22.920888   22.921229     53.581599     53.526921     53.637420
 0.135   59.363831   59.336914   59.390116   23.270924   23.246438   23.294880   22.918853   22.918680   22.919025     53.603195     53.548285     53.659438
 0.136   59.358607   59.331494   59.384993   23.266168   23.241514   23.290208   22.916643   22.916468   22.916818     53.624836     53.569701     53.681501
 0.137   59.353370   59.326066   59.379855   23.261402   23.236583   23.285524   22.914429   22.914252   22.914606     53.646539     53.591185     53.703617
 0.138   59.348116   59.320629   59.374695   23.256623   23.231646   23.280821   22.912208   22.912029   22.912387     53.668319     53.612756     53.725795
 0.139   59.342842   59.315179   59.369507   23.251826   23.226700   23.276094   22.909979   22.909798   22.910161     53.690194     53.634438     53.748050
 0.140   59.337542   59.309714   59.364284   23.247009   23.221741   23.271337   22.907740   22.907556   22.907924     53.712182     53.656252     53.770398
 0.141   59.332213   59.304230   59.359022   23.242166   23.216768   23.266546   22.905489   22.905303   22.905675     53.734302     53.678219     53.792856
 0.142   59.326849   59.298721   59.353717   23.237295   23.211774   23.261718   22.903224   22.903035   22.903412     53.756573     53.700355     53.815446
 0.143   59.321448   59.293178   59.348366   23.232390   23.206751   23.256850   22.900943   22.900753   22.901134     53.779011     53.722674     53.838192
 0.144   59.316005   59.287597   59.342968   23.227450   23.201695   23.251942   22.898646   22.898453   22.898839     53.801629     53.745184     53.861115
 0.145   59.310518   59.281974   59.337523   23.222471   23.196603   23.246992   22.896330   22.896135   22.896526     53.824437     53.767890     53.884224
 0.146   59.304988   59.276312   59.332032   23.217455   23.191479   23.242002   22.893997   22.893800   22.894196     53.847438     53.790796     53.907514
 0.147   59.299413   59.270618   59.326495   23.212401   23.186327   23.236972   22.891646   22.891446   22.891847     53.870633     53.813899     53.930973
 0.148   59.293795   59.264901   59.320911   23.207309   23.181156   23.231902   22.889277   22.889075   22.889481     53.894018     53.837197     53.954581
 0.149   59.288136   59.259169   59.315282   23.202183   23.175974   23.226793   22.886892   22.886687   22.887098     53.917582     53.860685     53.978313
 0.150   59.282439   59.253430   59.309609   23.197024   23.170787   23.221646   22.884491   22.884284   22.884700     53.941313     53.884352     54.002149
 0.151   59.276709   59.247689   59.303896   23.191838   23.165602   23.216465   22.882077   22.881867   22.882288     53.965195     53.908184     54.026068
 0.152   59.270949   59.241949   59.298147   23.186626   23.160418   23.211253   22.879651   22.879439   22.879865     53.989207     53.932161     54.050054
 0.153   59.265166   59.236211   59.292366   23.181396   23.155239   23.206016   22.877216   22.877001   22.877432     54.013330     53.956263     54.074098
 0.154   59.259364   59.230472   59.286561   23.176150   23.150061   23.200757   22.874773   22.874556   22.874992     54.037541     53.980465     54.098191
 0.155   59.253549   59.224732   59.280740   23.170895   23.144885   23.195486   22.872326   22.872107   22.872548     54.061816     54.004740     54.122324
 0.156   59.247727   59.218992   59.274912   23.165636   23.139709   23.190211   22.869876   22.869655   22.870101     54.086133     54.029054     54.146483
 0.157   59.241902   59.213255   59.269087   23.160376   23.134539   23.184941   22.867426   22.867202   22.867653     54.110470     54.053377     54.170651
 0.158   59.236080   59.207528   59.263274   23.155121   23.129380   23.179685   22.864978   22.864752   22.865208     54.134805     54.077679     54.194802
 0.159   59.230266   59.201821   59.257481   23.149876   23.124242   23.174448   22.862534   22.862305   22.862766     54.159118     54.101935     54.218905
 0.160   59.224464   59.196142   59.251711   23.144643   23.119131   23.169235   22.860096   22.859864   22.860330     54.183392     54.126126     54.242933
 0.161   59.218678   59.190499   59.245969   23.139427   23.114054   23.164048   22.857665   22.857431   22.857902     54.207609     54.150235     54.266865
 0.162   59.212911   59.184893   59.240257   23.134230   23.109011   23.158891   22.855242   22.855006   22.855482     54.231756     54.174252     54.290687
 0.163   59.207166   59.179328   59.234574   23.129055   23.104008   23.153761   22.852830   22.852591   22.853072     54.255821     54.198174     54.314388
 0.164   59.201445   59.173802   59.228916   23.123904   23.099043   23.148657   22.850428   22.850187   22.850673     54.279796     54.222001     54.337965
 0.165   59.195750   59.168311   59.223286   23.118777   23.094110   23.143581   22.848038   22.847794   22.848285     54.303673     54.245725     54.361427
 0.166   59.190081   59.162846   59.217690   23.113678   23.089202   23.138536   22.845659   22.845413   22.845908     54.327451     54.269335     54.384788
 0.167   59.184438   59.157397   59.212135   23.108602   23.084311   23.133530   22.843292   22.843044   22.843544     54.351129     54.292815     54.408070
 0.168   59.178821   59.151957   59.206628   23.103552   23.079430   23.128570   22.840937   22.840686   22.841191     54.374708     54.316147     54.431289
 0.169   59.173228   59.146522   59.201177   23.098527   23.074554   23.123662   22.838592   22.838339   22.838848     54.398194     54.339320     54.454457
 0.170   59.167659   59.141088   59.195784   23.093524   23.069683   23.118808   22.836257   22.836002   22.836516     54.421592     54.362331     54.477582
 0.171   59.162110   59.135654   59.190451   23.088542   23.064812   23.114010   22.833932   22.833674   22.834193     54.444912     54.385182     54.500674
 0.172   59.156580   59.130220   59.185171   23.083578   23.059944   23.109261   22.831616   22.831355   22.831879     54.468164     54.407892     54.523736
 0.173   59.151066   59.124791   59.179932   23.078631   23.055081   23.104552   22.829307   22.829043   22.829572     54.491358     54.430490     54.546763
 0.174   59.145565   59.119371   59.174722   23.073697   23.050229   23.099869   22.827003   22.826737   22.827271     54.514508     54.453010     54.569756
 0.175   59.140073   59.113955   59.169533   23.068773   23.045382   23.095208   22.824704   22.824436   22.824974     54.537627     54.475474     54.592728
 0.176   59.134587   59.108534   59.164363   23.063856   23.040532   23.090564   22.822408   22.822138   22.822680     54.560732     54.497896     54.615709
 0.177   59.129103   59.103091   59.159216   23.058942   23.035665   23.085943   22.820114   22.819841   22.820388     54.583837     54.520275     54.638739
 0.178   59.123617   59.097611   59.154098   23.054030   23.030767   23.081350   22.817819   22.817544   22.818096     54.606959     54.542604     54.661863
 0.179   59.118126   59.092076   59.149017   23.049115   23.025820   23.076792   22.815523   22.815245   22.815802     54.630113     54.564874     54.685123
 0.180   59.112625   59.086473   59.143980   23.044192   23.020817   23.072275   22.813224   22.812943   22.813505     54.653315     54.587080     54.708554
 0.181   59.107112   59.080798   59.138987   23.039261   23.015749   23.067799   22.810920   22.810636   22.811203     54.676580     54.609229     54.732176
 0.182   59.101584   59.075050   59.134030   23.034317   23.010619   23.063356   22.808609   22.808323   22.808895     54.699922     54.631344     54.755994
 0.183   59.096036   59.069242   59.129094   23.029358   23.005437   23.058935   22.806292   22.806003   22.806580     54.723352     54.653462     54.779990
 0.184   59.090467   59.063385   59.124165   23.024383   23.000214   23.054520   22.803966   22.803674   22.804256     54.746884     54.675621     54.804145
 0.185   59.084873   59.057485   59.119230   23.019387   22.994955   23.050103   22.801631   22.801336   22.801923     54.770526     54.697852     54.828451
 0.186   59.079254   59.051539   59.114285   23.014371   22.989657   23.045678   22.799285   22.798988   22.799580     54.794287     54.720166     54.852919
 0.187   59.073608   59.045537   59.109334   23.009332   22.984311   23.041248   22.796929   22.796628   22.797226     54.818175     54.742562     54.877576
 0.188   59.067932   59.039461   59.104385   23.004269   22.978902   23.036823   22.794562   22.794257   22.794861     54.842194     54.765022     54.902459
 0.189   59.062228   59.033293   59.099452   22.999183   22.973412   23.032411   22.792182   22.791875   22.792484     54.866347     54.787521     54.927610
 0.190   59.056494   59.027018   59.094545   22.994071   22.967830   23.028027   22.789791   22.789481   22.790096     54.890637     54.810034     54.953063
 0.191   59.050730   59.020631   59.089670   22.988935   22.962151   23.023672   22.787389   22.787075   22.787696     54.915061     54.832554     54.978826
 0.192   59.044937   59.014138   59.084823   22.983776   22.956380   23.019342   22.784975   22.784657   22.785285     54.939619     54.855084     55.004887
 0.193   59.039117   59.007555   59.079993   22.978594   22.950533   23.015030   22.782550   22.782229   22.782863     54.964304     54.877645     55.031209
 0.194   59.033270   59.000902   59.075169   22.973392   22.944625   23.010725   22.780115   22.779790   22.780430     54.989112     54.900260     55.057747
 0.195   59.027399   58.994196   59.070341   22.968169   22.938673   23.006418   22.777670   22.777342   22.777989     55.014034     54.922942     55.084462
 0.196   59.021506   58.987446   59.065507   22.962928   22.932686   23.002106   22.775217   22.774884   22.775538     55.039062     54.945697     55.111327
 0.197   59.015592   58.980655   59.060669   22.957673   22.926663   22.997793   22.772756   22.772420   22.773081     55.064185     54.968510     55.138336
 0.198   59.009662   58.973815   59.055838   22.952403   22.920601   22.993487   22.770289   22.769948   22.770617     55.089392     54.991357     55.165497
 0.199   59.003717   58.966912   59.051027   22.947124   22.914486   22.989200   22.767816   22.767471   22.768147     55.114672     55.014199     55.192835
 0.200   58.997760   58.959935   59.046252   22.941836   22.908309   22.984947   22.765339   22.764990   22.765674     55.140013     55.037002     55.220368
 0.201   58.991795   58.952881   59.041518   22.936543   22.902065   22.980732   22.762860   22.762506   22.763197     55.165403     55.059745     55.248096
 0.202   58.985823   58.945756   59.036825   22.931246   22.895763   22.976555   22.760378   22.760019   22.760719     55.190829     55.082423     55.276000
 0.203   58.979848   58.938573   59.032169   22.925948   22.889412   22.972412   22.757896   22.757532   22.758241     55.216282     55.105039     55.304048
 0.204   58.973873   58.931349   59.027542   22.920653   22.883028   22.968295   22.755414   22.755046   22.755763     55.241747     55.127606     55.332197
 0.205   58.967900   58.924101   59.022935   22.915361   22.876627   22.964199   22.752934   22.752560   22.753286     55.267214     55.150134     55.360404
 0.206   58.961932   58.916846   59.018343   22.910076   22.870221   22.960118   22.750456   22.750078   22.750813     55.292672     55.172628     55.388631
 0.207   58.955971   58.909592   59.013767   22.904800   22.863821   22.956050   22.747982   22.747599   22.748343     55.318107     55.195083     55.416849
 0.208   58.950021   58.902343   59.009211   22.899536   22.857428   22.952003   22.745514   22.745125   22.745879     55.343510     55.217482     55.445049
 0.209   58.944084   58.895093   59.004685   22.894285   22.851038   22.947983   22.743051   22.742657   22.743421     55.368868     55.239800     55.473234
 0.210   58.938163   58.887837   59.000199   22.889050   22.844645   22.944001   22.740596   22.740197   22.740970     55.394169     55.262008     55.501411
 0.211   58.932260   58.880574   58.995758   22.883833   22.838249   22.940059   22.738149   22.737744   22.738528     55.419403     55.284089     55.529577
 0.212   58.926379   58.873309   58.991364   22.878638   22.831854   22.936160   22.735712   22.735301   22.736095     55.444558     55.306035     55.557715
 0.213   58.920521   58.866048   58.987016   22.873465   22.825468   22.932304   22.733285   22.732868   22.733673     55.469622     55.327842     55.585803
