%T(Ga)     a (RE)      amin        amax         lod       lodmin      lodmax       obli       oblimin     oblimax       pre           premin        premax
 1.865   51.905331   51.595814   52.210898   17.887630   17.711883   18.064101   20.226878   20.207128   20.251655     95.473644     94.554850     96.403683
 1.866   51.902685   51.593149   52.208315   17.886115   17.710383   18.062596   20.226060   20.206302   20.250843     95.493510     94.574395     96.423738
 1.867   51.900042   51.590489   52.205735   17.884602   17.708885   18.061093   20.225242   20.205478   20.250032     95.513358     94.593921     96.443771
 1.868   51.897402   51.587833   52.203158   17.883091   17.707391   18.059593   20.224425   20.204654   20.249222     95.533186     94.613427     96.463781
 1.869   51.894765   51.585183   52.200585   17.881581   17.705899   18.058096   20.223609   20.203831   20.248413     95.552994     94.632911     96.483762
 1.870   51.892132   51.582540   52.198017   17.880074   17.704412   18.056601   20.222795   20.203010   20.247605     95.572782     94.652371     96.503711
 1.871   51.889502   51.579904   52.195453   17.878569   17.702929   18.055109   20.221982   20.202189   20.246799     95.592547     94.671805     96.523626
 1.872   51.886876   51.577276   52.192894   17.877067   17.701451   18.053619   20.221169   20.201370   20.245993     95.612290     94.691212     96.543507
 1.873   51.884254   51.574655   52.190340   17.875567   17.699978   18.052134   20.220359   20.200552   20.245189     95.632008     94.710592     96.563353
 1.874   51.881635   51.572040   52.187791   17.874070   17.698507   18.050651   20.219549   20.199736   20.244386     95.651702     94.729945     96.583168
 1.875   51.879021   51.569430   52.185247   17.872575   17.697040   18.049171   20.218741   20.198921   20.243585     95.671370     94.749271     96.602951
 1.876   51.876411   51.566826   52.182707   17.871082   17.695576   18.047694   20.217934   20.198107   20.242785     95.691011     94.768569     96.622706
 1.877   51.873805   51.564226   52.180171   17.869593   17.694115   18.046219   20.217128   20.197294   20.241986     95.710625     94.787840     96.642431
 1.878   51.871203   51.561631   52.177639   17.868105   17.692656   18.044747   20.216324   20.196483   20.241188     95.730209     94.807084     96.662127
 1.879   51.868606   51.559041   52.175111   17.866621   17.691200   18.043278   20.215521   20.195674   20.240392     95.749764     94.826299     96.681792
 1.880   51.866014   51.556456   52.172587   17.865140   17.689748   18.041811   20.214720   20.194866   20.239598     95.769289     94.845484     96.701422
 1.881   51.863426   51.553878   52.170069   17.863661   17.688300   18.040347   20.213921   20.194059   20.238805     95.788781     94.864638     96.721016
 1.882   51.860844   51.551305   52.167555   17.862186   17.686855   18.038887   20.213123   20.193255   20.238014     95.808240     94.883760     96.740574
 1.883   51.858266   51.548739   52.165046   17.860714   17.685414   18.037429   20.212327   20.192451   20.237224     95.827666     94.902848     96.760094
 1.884   51.855694   51.546179   52.162542   17.859244   17.683976   18.035975   20.211532   20.191650   20.236436     95.847057     94.921900     96.779577
 1.885   51.853127   51.543624   52.160045   17.857779   17.682542   18.034524   20.210739   20.190850   20.235650     95.866411     94.940916     96.799022
 1.886   51.850566   51.541076   52.157552   17.856316   17.681112   18.033076   20.209948   20.190052   20.234865     95.885728     94.959895     96.818429
 1.887   51.848010   51.538533   52.155064   17.854857   17.679684   18.031632   20.209159   20.189256   20.234083     95.905006     94.978838     96.837795
 1.888   51.845460   51.535997   52.152581   17.853401   17.678261   18.030190   20.208371   20.188462   20.233302     95.924243     94.997746     96.857119
 1.889   51.842916   51.533467   52.150102   17.851949   17.676841   18.028751   20.207586   20.187670   20.232523     95.943440     95.016619     96.876399
 1.890   51.840379   51.530945   52.147627   17.850501   17.675427   18.027315   20.206803   20.186880   20.231746     95.962593     95.035455     96.895633
 1.891   51.837848   51.528430   52.145156   17.849057   17.674016   18.025881   20.206021   20.186092   20.230971     95.981702     95.054254     96.914820
 1.892   51.835323   51.525923   52.142689   17.847617   17.672609   18.024449   20.205242   20.185306   20.230199     96.000766     95.073015     96.933958
 1.893   51.832805   51.523423   52.140228   17.846181   17.671207   18.023021   20.204465   20.184522   20.229428     96.019783     95.091733     96.953048
 1.894   51.830295   51.520930   52.137773   17.844749   17.669809   18.021597   20.203690   20.183741   20.228659     96.038753     95.110406     96.972089
 1.895   51.827791   51.518444   52.135325   17.843321   17.668416   18.020177   20.202917   20.182961   20.227893     96.057673     95.129032     96.991080
 1.896   51.825294   51.515966   52.132882   17.841897   17.667026   18.018760   20.202147   20.182184   20.227129     96.076543     95.147612     97.010018
 1.897   51.822804   51.513496   52.130445   17.840478   17.665641   18.017348   20.201379   20.181410   20.226368     96.095363     95.166145     97.028903
 1.898   51.820322   51.511036   52.128014   17.839064   17.664263   18.015938   20.200613   20.180637   20.225608     96.114131     95.184636     97.047729
 1.899   51.817847   51.508585   52.125586   17.837653   17.662889   18.014530   20.199850   20.179867   20.224851     96.132848     95.203085     97.066496
 1.900   51.815380   51.506145   52.123161   17.836247   17.661523   18.013124   20.199089   20.179100   20.224096     96.151513     95.221495     97.085201
 1.901   51.812920   51.503715   52.120740   17.834846   17.660161   18.011722   20.198330   20.178334   20.223344     96.170126     95.239867     97.103844
 1.902   51.810467   51.501296   52.118322   17.833448   17.658806   18.010320   20.197574   20.177572   20.222594     96.188687     95.258200     97.122426
 1.903   51.808022   51.498887   52.115907   17.832055   17.657457   18.008921   20.196820   20.176811   20.221846     96.207197     95.276491     97.140949
 1.904   51.805584   51.496486   52.113498   17.830667   17.656112   18.007525   20.196068   20.176053   20.221100     96.225656     95.294740     97.159416
 1.905   51.803153   51.494093   52.111095   17.829282   17.654773   18.006134   20.195318   20.175297   20.220357     96.244065     95.312943     97.177830
 1.906   51.800729   51.491708   52.108697   17.827901   17.653437   18.004745   20.194571   20.174543   20.219616     96.262425     95.331101     97.196191
 1.907   51.798311   51.489332   52.106305   17.826525   17.652107   18.003359   20.193826   20.173792   20.218877     96.280738     95.349214     97.214500
 1.908   51.795901   51.486963   52.103919   17.825153   17.650782   18.001978   20.193083   20.173042   20.218140     96.299004     95.367284     97.232757
 1.909   51.793497   51.484604   52.101537   17.823785   17.649461   18.000599   20.192342   20.172295   20.217405     96.317225     95.385316     97.250960
 1.910   51.791099   51.482255   52.099159   17.822420   17.648146   17.999222   20.191603   20.171549   20.216673     96.335402     95.403312     97.269109
 1.911   51.788707   51.479915   52.096784   17.821059   17.646837   17.997848   20.190866   20.170806   20.215942     96.353538     95.421276     97.287206
 1.912   51.786320   51.477584   52.094412   17.819701   17.645534   17.996475   20.190131   20.170064   20.215212     96.371634     95.439208     97.305251
 1.913   51.783940   51.475262   52.092043   17.818347   17.644234   17.995105   20.189397   20.169325   20.214485     96.389693     95.457111     97.323250
 1.914   51.781564   51.472947   52.089678   17.816995   17.642939   17.993736   20.188665   20.168587   20.213759     96.407715     95.474982     97.341206
 1.915   51.779193   51.470638   52.087317   17.815648   17.641648   17.992370   20.187935   20.167850   20.213035     96.425704     95.492824     97.359125
 1.916   51.776827   51.468334   52.084959   17.814302   17.640360   17.991007   20.187206   20.167115   20.212312     96.443662     95.510636     97.377009
 1.917   51.774466   51.466035   52.082606   17.812959   17.639075   17.989645   20.186479   20.166381   20.211591     96.461591     95.528421     97.394864
 1.918   51.772108   51.463740   52.080255   17.811618   17.637792   17.988287   20.185753   20.165649   20.210871     96.479493     95.546182     97.412692
 1.919   51.769754   51.461449   52.077908   17.810280   17.636511   17.986929   20.185028   20.164918   20.210152     96.497371     95.563922     97.430494
 1.920   51.767403   51.459163   52.075562   17.808945   17.635233   17.985573   20.184304   20.164188   20.209434     96.515228     95.581646     97.448271
 1.921   51.765055   51.456880   52.073217   17.807610   17.633958   17.984217   20.183581   20.163459   20.208717     96.533066     95.599356     97.466026
 1.922   51.762710   51.454601   52.070873   17.806278   17.632685   17.982863   20.182860   20.162731   20.208001     96.550888     95.617056     97.483762
 1.923   51.760367   51.452325   52.068530   17.804946   17.631414   17.981509   20.182138   20.162003   20.207286     96.568697     95.634746     97.501481
 1.924   51.758026   51.450053   52.066189   17.803616   17.630144   17.980155   20.181418   20.161276   20.206571     96.586495     95.652427     97.519186
 1.925   51.755686   51.447782   52.063848   17.802288   17.628876   17.978804   20.180698   20.160550   20.205857     96.604285     95.670103     97.536881
 1.926   51.753347   51.445512   52.061508   17.800959   17.627609   17.977451   20.179978   20.159824   20.205143     96.622070     95.687775     97.554572
 1.927   51.751010   51.443243   52.059168   17.799632   17.626341   17.976100   20.179259   20.159099   20.204430     96.639852     95.705446     97.572261
 1.928   51.748673   51.440972   52.056828   17.798305   17.625074   17.974748   20.178540   20.158374   20.203717     96.657633     95.723119     97.589954
 1.929   51.746336   51.438701   52.054486   17.796978   17.623806   17.973397   20.177821   20.157648   20.203004     96.675415     95.740796     97.607654
 1.930   51.743999   51.436427   52.052144   17.795652   17.622536   17.972044   20.177102   20.156923   20.202291     96.693201     95.758483     97.625363
 1.931   51.741662   51.434151   52.049799   17.794325   17.621266   17.970691   20.176383   20.156198   20.201578     96.710993     95.776179     97.643083
 1.932   51.739325   51.431874   52.047453   17.792999   17.619995   17.969336   20.175664   20.155473   20.200865     96.728792     95.793888     97.660815
 1.933   51.736987   51.429594   52.045104   17.791673   17.618723   17.967981   20.174945   20.154748   20.200152     96.746600     95.811610     97.678559
 1.934   51.734647   51.427313   52.042754   17.790345   17.617451   17.966625   20.174225   20.154022   20.199438     96.764419     95.829344     97.696317
 1.935   51.732307   51.425030   52.040402   17.789018   17.616177   17.965268   20.173506   20.153296   20.198724     96.782250     95.847093     97.714088
 1.936   51.729966   51.422746   52.038049   17.787690   17.614903   17.963910   20.172786   20.152570   20.198010     96.800094     95.864856     97.731875
 1.937   51.727623   51.420458   52.035693   17.786361   17.613628   17.962551   20.172066   20.151844   20.197296     96.817952     95.882635     97.749680
 1.938   51.725278   51.418167   52.033335   17.785032   17.612350   17.961191   20.171345   20.151117   20.196581     96.835826     95.900433     97.767506
 1.939   51.722932   51.415872   52.030973   17.783701   17.611070   17.959829   20.170624   20.150389   20.195866     96.853717     95.918251     97.785356
 1.940   51.720584   51.413573   52.028609   17.782370   17.609788   17.958466   20.169902   20.149662   20.195150     96.871625     95.936092     97.803234
 1.941   51.718234   51.411268   52.026240   17.781038   17.608503   17.957100   20.169180   20.148933   20.194434     96.889550     95.953957     97.821139
 1.942   51.715882   51.408958   52.023867   17.779705   17.607216   17.955733   20.168457   20.148204   20.193717     96.907495     95.971846     97.839073
 1.943   51.713528   51.406644   52.021492   17.778371   17.605927   17.954363   20.167734   20.147475   20.192999     96.925460     95.989760     97.857033
 1.944   51.711172   51.404326   52.019112   17.777036   17.604635   17.952992   20.167010   20.146744   20.192281     96.943446     96.007697     97.875018
 1.945   51.708813   51.402005   52.016730   17.775700   17.603342   17.951620   20.166285   20.146013   20.191563     96.961454     96.025658     97.893028
 1.946   51.706452   51.399680   52.014345   17.774363   17.602047   17.950245   20.165560   20.145282   20.190843     96.979485     96.043643     97.911065
 1.947   51.704088   51.397351   52.011956   17.773023   17.600749   17.948870   20.164833   20.144550   20.190123     96.997540     96.061654     97.929132
 1.948   51.701721   51.395015   52.009564   17.771683   17.599449   17.947491   20.164106   20.143816   20.189402     97.015619     96.079692     97.947235
 1.949   51.699352   51.392672   52.007168   17.770341   17.598144   17.946111   20.163379   20.143082   20.188680     97.033725     96.097760     97.965378
 1.950   51.696979   51.390321   52.004767   17.768998   17.596834   17.944729   20.162650   20.142347   20.187958     97.051858     96.115860     97.983565
 1.951   51.694603   51.387961   52.002362   17.767654   17.595521   17.943344   20.161920   20.141612   20.187234     97.070019     96.133993     98.001798
 1.952   51.692224   51.385592   51.999951   17.766306   17.594202   17.941956   20.161190   20.140875   20.186509     97.088211     96.152160     98.020077
 1.953   51.689841   51.383215   51.997535   17.764958   17.592880   17.940566   20.160458   20.140137   20.185784     97.106433     96.170363     98.038401
 1.954   51.687454   51.380832   51.995115   17.763607   17.591553   17.939172   20.159726   20.139398   20.185057     97.124688     96.188601     98.056766
 1.955   51.685064   51.378443   51.992690   17.762255   17.590224   17.937777   20.158992   20.138658   20.184329     97.142977     96.206875     98.075171
 1.956   51.682669   51.376048   51.990260   17.760900   17.588892   17.936379   20.158257   20.137917   20.183600     97.161302     96.225186     98.093616
 1.957   51.680270   51.373646   51.987826   17.759543   17.587555   17.934979   20.157520   20.137174   20.182870     97.179663     96.243533     98.112107
 1.958   51.677866   51.371236   51.985388   17.758183   17.586215   17.933576   20.156783   20.136430   20.182138     97.198064     96.261919     98.130647
 1.959   51.675458   51.368817   51.982944   17.756822   17.584870   17.932170   20.156044   20.135685   20.181405     97.216505     96.280346     98.149244
 1.960   51.673044   51.366386   51.980496   17.755456   17.583518   17.930763   20.155303   20.134938   20.180671     97.234988     96.298816     98.167902
 1.961   51.670626   51.363944   51.978041   17.754090   17.582160   17.929351   20.154561   20.134189   20.179935     97.253515     96.317331     98.186626
 1.962   51.668202   51.361489   51.975581   17.752719   17.580795   17.927937   20.153818   20.133439   20.179197     97.272087     96.335892     98.205415
 1.963   51.665772   51.359024   51.973115   17.751346   17.579425   17.926519   20.153072   20.132688   20.178458     97.290707     96.354501     98.224269
 1.964   51.663336   51.356548   51.970642   17.749969   17.578049   17.925099   20.152325   20.131934   20.177717     97.309375     96.373159     98.243183
 1.965   51.660895   51.354064   51.968164   17.748590   17.576669   17.923674   20.151576   20.131179   20.176974     97.328094     96.391867     98.262157
 1.966   51.658447   51.351573   51.965679   17.747207   17.575285   17.922246   20.150826   20.130422   20.176230     97.346863     96.410626     98.281185
 1.967   51.655993   51.349074   51.963188   17.745820   17.573897   17.920815   20.150073   20.129663   20.175483     97.365684     96.429439     98.300269
 1.968   51.653533   51.346569   51.960689   17.744431   17.572505   17.919379   20.149319   20.128902   20.174735     97.384558     96.448307     98.319407
 1.969   51.651066   51.344055   51.958183   17.743038   17.571110   17.917939   20.148563   20.128140   20.173985     97.403485     96.467230     98.338605
 1.970   51.648593   51.341533   51.955669   17.741641   17.569708   17.916497   20.147804   20.127375   20.173233     97.422466     96.486211     98.357863
 1.971   51.646113   51.339001   51.953147   17.740241   17.568302   17.915049   20.147044   20.126608   20.172479     97.441500     96.505250     98.377185
 1.972   51.643627   51.336460   51.950618   17.738837   17.566892   17.913596   20.146282   20.125840   20.171723     97.460590     96.524347     98.396570
 1.973   51.641134   51.333910   51.948080   17.737430   17.565477   17.912140   20.145518   20.125069   20.170966     97.479734     96.543502     98.416018
 1.974   51.638634   51.331351   51.945535   17.736020   17.564056   17.910679   20.144752   20.124297   20.170206     97.498933     96.562715     98.435528
 1.975   51.636128   51.328785   51.942983   17.734606   17.562632   17.909214   20.143984   20.123522   20.169444     97.518187     96.581985     98.455098
 1.976   51.633615   51.326211   51.940424   17.733187   17.561204   17.907746   20.143215   20.122746   20.168681     97.537498     96.601310     98.474725
 1.977   51.631095   51.323632   51.937859   17.731767   17.559773   17.906274   20.142443   20.121967   20.167915     97.556866     96.620691     98.494406
 1.978   51.628569   51.321047   51.935287   17.730341   17.558340   17.904799   20.141669   20.121187   20.167147     97.576291     96.640127     98.514140
 1.979   51.626035   51.318457   51.932709   17.728912   17.556903   17.903320   20.140892   20.120404   20.166378     97.595775     96.659619     98.533928
 1.980   51.623494   51.315861   51.930125   17.727479   17.555464   17.901838   20.140114   20.119619   20.165606     97.615320     96.679167     98.553770
 1.981   51.620945   51.313260   51.927535   17.726043   17.554021   17.900353   20.139334   20.118832   20.164832     97.634925     96.698774     98.573668
 1.982   51.618389   51.310654   51.924937   17.724602   17.552577   17.898864   20.138551   20.118043   20.164055     97.654594     96.718440     98.593625
 1.983   51.615825   51.308040   51.922332   17.723156   17.551128   17.897371   20.137766   20.117251   20.163277     97.674327     96.738170     98.613643
 1.984   51.613253   51.305419   51.919719   17.721706   17.549675   17.895873   20.136978   20.116457   20.162496     97.694127     96.757965     98.633727
 1.985   51.610673   51.302790   51.917098   17.720252   17.548218   17.894370   20.136189   20.115660   20.161712     97.713994     96.777828     98.653877
 1.986   51.608084   51.300153   51.914470   17.718794   17.546757   17.892864   20.135396   20.114861   20.160926     97.733931     96.797757     98.674095
 1.987   51.605487   51.297510   51.911834   17.717330   17.545293   17.891355   20.134601   20.114059   20.160138     97.753939     96.817752     98.694377
 1.988   51.602881   51.294861   51.909192   17.715863   17.543826   17.889841   20.133804   20.113255   20.159347     97.774019     96.837810     98.714724
 1.989   51.600266   51.292208   51.906545   17.714390   17.542357   17.888325   20.133003   20.112448   20.158553     97.794175     96.857932     98.735131
 1.990   51.597641   51.289550   51.903892   17.712913   17.540885   17.886807   20.132200   20.111638   20.157757     97.814406     96.878117     98.755601
 1.991   51.595007   51.286888   51.901235   17.711429   17.539411   17.885284   20.131394   20.110825   20.156957     97.834715     96.898366     98.776131
 1.992   51.592363   51.284221   51.898571   17.709941   17.537934   17.883759   20.130586   20.110010   20.156155     97.855103     96.918682     98.796727
 1.993   51.589710   51.281548   51.895901   17.708448   17.536455   17.882231   20.129774   20.109191   20.155350     97.875572     96.939067     98.817391
 1.994   51.587047   51.278868   51.893223   17.706949   17.534971   17.880699   20.128959   20.108370   20.154542     97.896121     96.959528     98.838129
 1.995   51.584373   51.276180   51.890536   17.705445   17.533484   17.879161   20.128142   20.107545   20.153731     97.916753     96.980065     98.858944
 1.996   51.581690   51.273482   51.887840   17.703934   17.531991   17.877618   20.127321   20.106717   20.152917     97.937468     97.000682     98.879839
 1.997   51.578996   51.270777   51.885136   17.702419   17.530495   17.876072   20.126497   20.105887   20.152100     97.958266     97.021376     98.900812
 1.998   51.576292   51.268064   51.882424   17.700898   17.528994   17.874521   20.125671   20.105053   20.151280     97.979149     97.042146     98.921860
 1.999   51.573578   51.265345   51.879705   17.699372   17.527491   17.872965   20.124841   20.104216   20.150457     98.000116     97.062989     98.942981
 2.000   51.570853   51.262621   51.876981   17.697840   17.525984   17.871408   20.124008   20.103376   20.149631     98.021168     97.083901     98.964170
 2.001   51.568118   51.259893   51.874251   17.696302   17.524476   17.869847   20.123172   20.102533   20.148802     98.042305     97.104883     98.985427
 2.002   51.565373   51.257159   51.871515   17.694760   17.522965   17.868283   20.122333   20.101687   20.147970     98.063526     97.125934     99.006752
 2.003   51.562617   51.254420   51.868774   17.693210   17.521451   17.866717   20.121491   20.100838   20.147135     98.084830     97.147055     99.028148
 2.004   51.559852   51.251674   51.866025   17.691656   17.519933   17.865146   20.120646   20.099986   20.146297     98.106218     97.168250     99.049617
 2.005   51.557077   51.248920   51.863268   17.690097   17.518412   17.863570   20.119798   20.099131   20.145456     98.127687     97.189521     99.071163
 2.006   51.554291   51.246157   51.860503   17.688532   17.516885   17.861991   20.118947   20.098272   20.144612     98.149238     97.210869     99.092786
 2.007   51.551497   51.243386   51.857728   17.686962   17.515355   17.860405   20.118093   20.097412   20.143765     98.170867     97.232296     99.114486
 2.008   51.548693   51.240606   51.854943   17.685388   17.513820   17.858816   20.117237   20.096548   20.142916     98.192575     97.253799     99.136260
 2.009   51.545879   51.237820   51.852151   17.683808   17.512282   17.857220   20.116378   20.095681   20.142063     98.214359     97.275375     99.158103
 2.010   51.543057   51.235029   51.849351   17.682224   17.510740   17.855622   20.115516   20.094812   20.141209     98.236217     97.297020     99.180011
 2.011   51.540227   51.232232   51.846544   17.680635   17.509197   17.854019   20.114652   20.093941   20.140351     98.258145     97.318732     99.201979
 2.012   51.537388   51.229430   51.843730   17.679041   17.507649   17.852414   20.113785   20.093067   20.139492     98.280143     97.340507     99.224007
 2.013   51.534541   51.226624   51.840910   17.677444   17.506101   17.850804   20.112916   20.092190   20.138630     98.302207     97.362342     99.246091
 2.014   51.531687   51.223812   51.838085   17.675842   17.504550   17.849193   20.112045   20.091312   20.137766     98.324333     97.384234     99.268232
 2.015   51.528826   51.220995   51.835253   17.674238   17.502996   17.847577   20.111172   20.090431   20.136900     98.346519     97.406183     99.290427
 2.016   51.525959   51.218172   51.832415   17.672630   17.501439   17.845958   20.110297   20.089549   20.136032     98.368761     97.428187     99.312678
 2.017   51.523085   51.215343   51.829569   17.671018   17.499878   17.844335   20.109420   20.088664   20.135162     98.391055     97.450248     99.334980
 2.018   51.520206   51.212509   51.826716   17.669404   17.498315   17.842708   20.108541   20.087778   20.134291     98.413398     97.472364     99.357332
 2.019   51.517322   51.209669   51.823854   17.667786   17.496749   17.841077   20.107661   20.086891   20.133418     98.435786     97.494534     99.379729
 2.020   51.514434   51.206825   51.820985   17.666168   17.495182   17.839441   20.106780   20.086002   20.132544     98.458215     97.516755     99.402165
 2.021   51.511541   51.203978   51.818109   17.664546   17.493613   17.837802   20.105898   20.085113   20.131669     98.480681     97.539022     99.424638
 2.022   51.508644   51.201128   51.815226   17.662922   17.492041   17.836159   20.105014   20.084222   20.130793     98.503181     97.561331     99.447142
 2.023   51.505745   51.198275   51.812338   17.661298   17.490469   17.834513   20.104130   20.083330   20.129916     98.525711     97.583677     99.469676
 2.024   51.502843   51.195419   51.809446   17.659672   17.488896   17.832866   20.103245   20.082438   20.129038     98.548267     97.606052     99.492235
 2.025   51.499938   51.192562   51.806551   17.658046   17.487321   17.831217   20.102360   20.081545   20.128160     98.570847     97.628454     99.514818
 2.026   51.497032   51.189702   51.803653   17.656418   17.485747   17.829566   20.101474   20.080651   20.127281     98.593447     97.650880     99.537421
 2.027   51.494124   51.186842   51.800751   17.654790   17.484172   17.827914   20.100587   20.079757   20.126402     98.616066     97.673331     99.560040
 2.028   51.491215   51.183981   51.797844   17.653161   17.482597   17.826259   20.099701   20.078863   20.125522     98.638700     97.695809     99.582672
 2.029   51.488305   51.181121   51.794931   17.651532   17.481022   17.824601   20.098814   20.077968   20.124642     98.661349     97.718317     99.605314
 2.030   51.485393   51.178261   51.792011   17.649903   17.479448   17.822939   20.097927   20.077074   20.123762     98.684009     97.740854     99.627963
 2.031   51.482482   51.175402   51.789085   17.648274   17.477875   17.821274   20.097039   20.076179   20.122882     98.706680     97.763422     99.650618
 2.032   51.479570   51.172544   51.786152   17.646644   17.476302   17.819605   20.096152   20.075284   20.122002     98.729360     97.786017     99.673278
 2.033   51.476657   51.169687   51.783214   17.645015   17.474730   17.817934   20.095265   20.074390   20.121122     98.752047     97.808635     99.695942
 2.034   51.473745   51.166830   51.780272   17.643386   17.473158   17.816261   20.094378   20.073495   20.120242     98.774739     97.831269     99.718611
 2.035   51.470833   51.163974   51.777328   17.641758   17.471588   17.814586   20.093491   20.072601   20.119363     98.797435     97.853915     99.741282
 2.036   51.467922   51.161119   51.774384   17.640130   17.470018   17.812913   20.092604   20.071707   20.118483     98.820133     97.876567     99.763953
 2.037   51.465011   51.158265   51.771439   17.638502   17.468448   17.811238   20.091718   20.070813   20.117604     98.842831     97.899222     99.786621
 2.038   51.462101   51.155415   51.768493   17.636876   17.466882   17.809564   20.090832   20.069919   20.116725     98.865527     97.921880     99.809279
 2.039   51.459192   51.152569   51.765547   17.635250   17.465317   17.807889   20.089947   20.069026   20.115847     98.888219     97.944542     99.831925
 2.040   51.456286   51.149728   51.762598   17.633626   17.463756   17.806214   20.089062   20.068134   20.114969     98.910904     97.967207     99.854554
 2.041   51.453381   51.146892   51.759648   17.632003   17.462198   17.804538   20.088177   20.067242   20.114092     98.933580     97.989875     99.877163
 2.042   51.450478   51.144061   51.756696   17.630382   17.460642   17.802861   20.087294   20.066351   20.113216     98.956244     98.012544     99.899750
 2.043   51.447577   51.141236   51.753743   17.628761   17.459090   17.801184   20.086411   20.065461   20.112340     98.978895     98.035208     99.922314
 2.044   51.444680   51.138416   51.750791   17.627144   17.457541   17.799507   20.085530   20.064572   20.111466     99.001529     98.057864     99.944855
 2.045   51.441786   51.135600   51.747841   17.625527   17.455995   17.797833   20.084649   20.063684   20.110593     99.024143     98.080505     99.967372
 2.046   51.438895   51.132788   51.744893   17.623914   17.454451   17.796160   20.083770   20.062798   20.109720     99.046736     98.103127     99.989866
 2.047   51.436008   51.129980   51.741949   17.622302   17.452910   17.794489   20.082892   20.061912   20.108849     99.069303     98.125724    100.012335
 2.048   51.433126   51.127176   51.739010   17.620694   17.451370   17.792820   20.082015   20.061028   20.107980     99.091843     98.148294    100.034778
 2.049   51.430248   51.124376   51.736075   17.619089   17.449834   17.791155   20.081140   20.060145   20.107111     99.114352     98.170834    100.057191
 2.050   51.427375   51.121581   51.733144   17.617485   17.448299   17.789493   20.080266   20.059265   20.106245     99.136827     98.193343    100.079570
 2.051   51.424508   51.118791   51.730218   17.615886   17.446769   17.787832   20.079395   20.058385   20.105380     99.159266     98.215819    100.101912
 2.052   51.421646   51.116007   51.727296   17.614290   17.445242   17.786175   20.078524   20.057508   20.104517     99.181666     98.238258    100.124214
 2.053   51.418791   51.113230   51.724380   17.612697   17.443718   17.784522   20.077656   20.056633   20.103656     99.204025     98.260659    100.146473
 2.054   51.415941   51.110460   51.721469   17.611109   17.442199   17.782872   20.076790   20.055759   20.102797     99.226340     98.283021    100.168684
 2.055   51.413098   51.107697   51.718563   17.609524   17.440684   17.781224   20.075926   20.054888   20.101940     99.248610     98.305340    100.190849
 2.056   51.410262   51.104940   51.715665   17.607943   17.439173   17.779582   20.075064   20.054019   20.101085     99.270832     98.327610    100.212969
 2.057   51.407433   51.102188   51.712775   17.606366   17.437664   17.777944   20.074205   20.053152   20.100232     99.293006     98.349829    100.235046
 2.058   51.404610   51.099440   51.709894   17.604793   17.436157   17.776313   20.073347   20.052287   20.099381     99.315131     98.371991    100.257083
 2.059   51.401795   51.096694   51.707024   17.603225   17.434653   17.774686   20.072492   20.051425   20.098533     99.337207     98.394095    100.279083
 2.060   51.398987   51.093951   51.704163   17.601661   17.433150   17.773066   20.071639   20.050564   20.097687     99.359232     98.416139    100.301047
 2.061   51.396185   51.091211   51.701313   17.600101   17.431649   17.771452   20.070788   20.049706   20.096843     99.381207     98.438123    100.322975
 2.062   51.393391   51.088473   51.698473   17.598544   17.430149   17.769843   20.069939   20.048851   20.096001     99.403133     98.460049    100.344868
 2.063   51.390604   51.085739   51.695642   17.596992   17.428651   17.768241   20.069093   20.047997   20.095161     99.425011     98.481919    100.366722
 2.064   51.387823   51.083009   51.692820   17.595444   17.427157   17.766643   20.068248   20.047146   20.094323     99.446842     98.503737    100.388536
 2.065   51.385048   51.080284   51.690005   17.593900   17.425665   17.765050   20.067406   20.046296   20.093488     99.468629     98.525508    100.410309
 2.066   51.382280   51.077564   51.687197   17.592360   17.424176   17.763462   20.066566   20.045449   20.092654     99.490373     98.547233    100.432044
 2.067   51.379517   51.074847   51.684396   17.590821   17.422689   17.761877   20.065727   20.044603   20.091822     99.512077     98.568915    100.453745
 2.068   51.376760   51.072132   51.681603   17.589288   17.421203   17.760297   20.064890   20.043759   20.090992     99.533744     98.590553    100.475419
 2.069   51.374008   51.069418   51.678818   17.587757   17.419718   17.758721   20.064055   20.042917   20.090163     99.555377     98.612148    100.497074
 2.070   51.371260   51.066703   51.676041   17.586228   17.418232   17.757151   20.063221   20.042076   20.089336     99.576979     98.633700    100.518714
 2.071   51.368517   51.063986   51.673272   17.584703   17.416746   17.755585   20.062388   20.041237   20.088510     99.598554     98.655214    100.540347
 2.072   51.365777   51.061268   51.670510   17.583179   17.415258   17.754023   20.061557   20.040398   20.087686     99.620105     98.676692    100.561973
 2.073   51.363040   51.058547   51.667755   17.581658   17.413772   17.752466   20.060727   20.039561   20.086862     99.641636     98.698141    100.583593
 2.074   51.360306   51.055826   51.665004   17.580138   17.412284   17.750912   20.059898   20.038725   20.086040     99.663150     98.719566    100.605207
 2.075   51.357575   51.053106   51.662258   17.578620   17.410796   17.749360   20.059069   20.037890   20.085218     99.684651     98.740973    100.626814
 2.076   51.354845   51.050386   51.659514   17.577104   17.409309   17.747809   20.058241   20.037055   20.084396     99.706141     98.762367    100.648415
 2.077   51.352117   51.047666   51.656773   17.575587   17.407823   17.746261   20.057414   20.036221   20.083576     99.727623     98.783751    100.670012
 2.078   51.349391   51.044947   51.654034   17.574072   17.406336   17.744714   20.056587   20.035387   20.082756     99.749101     98.805127    100.691608
