%La04Tab3.Main Secular frequencies gi and si of La2004,,,,,,,,,,,,,,,,,
%g1,g2,g3,g4,g5,g6,g7,g8,g9,s1,s2,s3,s4,s5,s6,s7,s8,s9
5.59,7.452,17.368,17.916,4.257452,28.245,3.087951,0.673021,-0.34994,-5.59,-7.05,-18.85,-17.755,0.00000013,-26.347855,-2.9925259,-0.691736,-0.34998
