262.9	-3.33
262.7	17.00
262.5	45.67
262.3	66.00
262.1	32.50
261.9	52.50
261.7	25.00
261.5	34.33
261.3	32.00
261.1	14.33
260.9	-41.00
260.7	6.00
260.5	-21.00
260.3	32.50
260.1	38.50
260	21.33
259.9	56.67
259.8	-18.00
259.7	41.33
259.6	42.50
259.5	47.00
259.4	7.00
259.3	14.00
259.2	38.50
259.1	19.00
259	16.50
258.8	-30.25
258.7	-23.00
258.6	27.33
258.4	-22.00
258.3	21.67
258.2	33.50
258.1	30.50
258	32.67
257.9	31.67
257.8	41.50
257.7	39.00
257.6	2.00
257.5	13.00
257.4	3.00
257.3	0.50
257.2	-15.33
257.1	3.50
256.9	27.50
256.7	4.00
256.5	11.50
256.3	11.00
256.1	17.00
255.9	12.33
255.7	-2.50
255.5	-21.75
255.3	57.00
255.1	-8.00
254.9	-19.67
254.7	17.00
254.5	8.00
254.3	21.33
254.1	26.33
253.9	17.00
253.7	17.50
253.5	-13.00
253.3	10.75
253.1	24.25
252.9	30.00
252.7	19.00
252.5	17.33
252.3	20.33
252.1	-5.00
251.9	1.00
251.7	49.00
251.5	33.33
251.3	43.33
251.1	22.50
250.9	30.00
250.7	15.00
250.5	31.00
250.3	14.20
250.1	24.67
249.9	20.33
249.7	13.50
249.3	20.50
249.1	27.33
248.9	7.40
248.7	14.67
248.5	-6.33
248.3	30.75
248.1	25.50
247.9	38.50
247.7	30.00
247.5	25.00
247.3	18.33
247.1	28.33
246.9	30.50
246.7	13.20
246.5	33.33
246.3	49.00
246.1	20.00
245.9	-4.50
245.7	33.00
245.5	35.00
245.3	17.50
245.1	28.00
244.9	26.50
244.7	25.00
244.5	19.00
244.3	24.00
244.1	37.00
242.5	25.50
242.3	20.00
242.1	33.33
241.9	30.00
241.7	17.00
241.5	25.00
241.3	30.67
241.1	20.67
240.9	27.00
240.7	31.67
240.5	21.00
240.3	19.50
240.1	13.00
239.9	16.00
239.7	5.50
239.5	12.33
239.3	15.50
239.1	22.00
238.9	27.00
238.7	12.50
238.5	26.00
238.3	10.00
238.1	61.50
237.9	38.00
237.7	33.67
237.5	27.00
237.3	57.00
237.1	25.67
236.9	11.50
236.7	33.33
236.5	36.50
236.3	30.67
236.1	20.00
235.1	17.67
234.9	17.00
234.7	32.00
233.1	12.25
232.9	41.50
232.3	28.67
232.1	27.00
231.9	12.50
231.7	17.33
231.5	30.67
231.3	27.50
231.1	49.50
230.9	41.50
230.7	39.00
230.5	35.33
230.3	25.00
230.1	34.33
230	10.50
229.9	20.67
229.8	35.33
229.7	32.50
229.6	74.33
229.5	41.00
229.4	38.50
229.3	49.00
229.3	28.50
229.2	30.33
229.1	53.00
229.1	34.75
229	59.50
228.9	40.00
228.9	96.50
228.8	70.50
228.7	48.00
228.6	57.50
228.5	56.67
228.4	18.00
228.3	20.00
228.2	35.00
228.1	56.00
228	43.50
227.9	60.33
227.8	84.00
227.7	108.33
227.6	47.33
227.5	45.50
227.4	42.50
227.3	67.33
227.2	82.00
227.1	50.00
227	64.67
226.9	38.50
226.8	41.67
226.7	33.00
226.6	57.00
226.5	48.00
226.4	41.67
226.3	61.00
226.2	-40.80
226.1	82.00
226	97.50
225.9	-17.33
225.8	64.67
225.7	115.00
225.6	42.50
225.5	48.50
225.4	48.75
225.3	19.67
225.2	39.00
225.1	84.67
225	53.00
224.9	37.00
224.8	37.00
224.7	-57.33
224.6	22.33
224.5	43.00
224.4	25.50
224.3	29.00
224.2	83.50
224.1	58.00
224	21.80
223.9	10.50
223.8	16.50
223.7	64.00
223.6	-12.67
223.5	28.50
223.4	16.50
223.3	30.67
223.2	53.00
223.1	60.00
223	16.00
222.9	40.50
222.8	51.50
222.7	42.00
222.6	43.50
222.5	43.00
222.4	19.50
222.3	26.00
222.2	26.67
222.1	36.50
222	17.50
221.9	35.67
221.8	23.50
221.7	34.00
221.6	39.00
221.5	33.67
221.2	19.33
221.1	20.00
220.9	11.00
220.7	23.50
220.5	21.33
220.3	28.00
220.1	10.50
219.6	7.00
219.4	44.00
219.2	25.50
219	55.00
218.8	24.00
218.6	30.00
218.4	57.67
218.2	59.00
218	29.33
217.8	22.00
217.6	12.00
217.4	69.00
217.2	57.67
217	58.00
216.8	65.33
216.6	32.33
216.5	77.00
216.4	73.67
216.3	16.67
216.2	59.00
216.1	45.50
216	59.00
215.9	40.67
215.8	88.50
215.7	27.67
215.6	77.50
213.5	-6.25
213.4	14.00
213.3	59.33
213.2	103.00
213.1	43.67
213	38.00
212.9	33.00
212.8	50.00
212.7	119.33
212.6	73.50
212.5	5.50
212.4	81.50
212.3	99.33
212.2	42.00
212.1	27.00
212	48.67
211.9	38.00
211.8	98.00
211.7	74.50
211.6	73.67
211.4	119.00
211.2	-12.50
211	9.75
210.8	38.50
210.6	25.33
210.4	57.00
210.2	37.75
210	72.50
209.8	18.50
209.6	43.67
209.5	32.00
209.4	-15.67
209.3	-65.00
209.2	45.25
209.1	52.25
209	66.00
208.9	51.33
208.8	105.67
208.7	62.50
208.6	24.50
208.5	73.67
208.4	33.00
208.3	47.75
208.2	39.00
208.1	72.33
208	-47.00
207.9	40.00
207.8	60.00
207.7	58.33
207.6	-15.25
207.5	72.33
207.4	70.00
207.3	62.50
207.2	48.00
207.1	37.67
207	78.00
206.9	18.00
206.8	98.50
206.7	13.50
206.6	65.50
206.5	64.67
206.4	34.50
206.3	57.00
206.2	32.33
206.1	49.00
206	122.50
205.9	-18.50
205.8	90.50
205.7	58.50
205.6	65.33
205.5	66.50
205.4	35.00
205.3	38.00
205.2	61.00
205	32.50
204.8	24.67
