-20,1132.09952,1169.6533,1238.99905,1320.21265,1388.50241,1441.56355,1470.14742
-19.6666667,1165.84432,1193.13463,1257.28929,1330.28763,1372.65841,1419.94569,1463.6936
-19.3333333,1165.84432,1207.9834,1291.69334,1337.89163,1365.2588,1400.44156,1433.42437
-19,1219.20592,1245.43446,1311.77815,1345.91959,1380.19864,1412.21606,1433.87763
-18.6666667,1236.80993,1272.75176,1321.68874,1360.62207,1404.78293,1452.69793,1478.24439
-18.3333333,1229.00092,1278.03411,1333.34264,1382.07398,1439.81133,1497.48627,1522.61116
-18,1223.87795,1271.15873,1342.40095,1410.09608,1475.07631,1542.6656,1578.89818
-17.6666667,1233.98551,1290.61209,1362.414,1435.36238,1512.64191,1584.55967,1627.99974
-17.3333333,1246.06447,1307.34148,1386.89926,1461.76758,1546.11231,1623.16033,1668.18298
-17,1258.14343,1331.21727,1413.10459,1493.96518,1580.42854,1661.31516,1705.29631
-16.95,1264.48316,1335.8868,1417.4611,1499.03633,1585.92613,1666.45048,1710.84835
-16.7,1288.22807,1358.9925,1446.13402,1524.58987,1611.15319,1693.13723,1729.20696
-16.6,1308.075,1372.31795,1455.86279,1533.48099,1620.88998,1699.25754,1732.10436
-16.2,1396.05427,1422.12001,1510.65695,1580.51893,1665.60527,1746.61311,1778.57159
-15.9,1422.10318,1473.33271,1549.62608,1623.47443,1702.49409,1776.60294,1811.33772
-15.7,1425.90961,1495.06133,1573.99259,1651.04141,1724.63313,1793.23056,1820.32334
-15.45,1470.37082,1517.41298,1600.58557,1681.38832,1753.59743,1826.33221,1863.72401
-15.2,1479.16365,1532.0303,1618.79029,1702.9079,1774.81204,1843.98536,1897.09832
-14.95,1476.91576,1541.96156,1627.35171,1713.41803,1785.12223,1855.13341,1907.04496
-14.7,1474.66786,1548.25269,1619.52984,1706.1091,1782.15659,1853.30496,1898.70878
-14.45,1472.41997,1534.92632,1602.88729,1682.03196,1750.8735,1812.27045,1862.31545
-14.2,1462.4303,1504.51613,1575.62798,1645.28505,1709.05662,1763.06518,1786.61289
-13.95,1441.13418,1455.7551,1528.11095,1595.07115,1653.92665,1708.9274,1752.14631
-13.7,1379.03467,1404.75671,1472.18575,1536.05642,1591.70501,1660.44914,1696.07413
-13.45,1319.59223,1353.06296,1406.64063,1469.41811,1527.12662,1593.63508,1625.5198
-13.2,1255.6586,1291.73589,1345.83313,1402.69906,1463.95573,1527.77181,1573.65099
-12.95,1216.07928,1230.75461,1285.23958,1342.07674,1404.38325,1470.48862,1530.41654
